fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,VendorNbr,SkuNbr,Received Qty
2015,8,MAY,000454231,05173074,250 
2015,8,MAY,017911,78786283,204 
2015,8,MAY,023088,06140013,140 
2015,8,MAY,049070,06168200,480 
2015,8,MAY,067590,01126007,140 
2015,8,MAY,076005,10140016,40 
2015,8,MAY,200400,04124005,400 
2015,8,MAY,200515,79BL1100,5 
2015,8,MAY,200520,04140110,"1,425 "
2015,8,MAY,201129,07161128,294 
2015,8,MAY,751650,04120007,180 
2015,8,MAY,751650,04125006,15 
2015,8,MAY,751650,04125040,100 
2015,8,MAY,000074425,06159171,400 
2015,8,MAY,000074425,06159183,60 
2015,8,MAY,000277875,74743133,"1,584 "
2015,8,MAY,000277875,79BL0990,50 
2015,8,MAY,000287501,04116016,420 
2015,8,MAY,000402059,06160456,24 
2015,8,MAY,000418043,74740274,216 
2015,8,MAY,000449776,06140130,60 
2015,8,MAY,000454231,05171003,"1,305 "
2015,8,MAY,000454231,05173070,620 
2015,8,MAY,000454231,05173072,610 
2015,8,MAY,000466781,02110042,"3,718 "
2015,7,APRIL,200400,04124006,760 
2015,7,APRIL,200596,06168301,365 
2015,7,APRIL,200633,07160215,357 
2015,7,APRIL,200644,06168049,172 
2015,7,APRIL,200728,06164418,"1,049 "
2015,7,APRIL,455075,06160318,68 
2015,7,APRIL,501084,06150143,10 
2015,7,APRIL,616284,04130040,896 
2015,7,APRIL,751650,04120019,479 
2015,7,APRIL,751650,04120026,704 
2015,8,MAY,000074425,06150034,20 
2015,8,MAY,000074425,06150080,300 
2015,8,MAY,000192801,06110145,40 
2015,8,MAY,000192801,06110148,12 
2015,8,MAY,000341588,06110318,16 
2015,8,MAY,000359447,03140060,"3,000 "
2015,8,MAY,000370467,06160118,24 
2015,8,MAY,000402059,06160455,72 
2015,8,MAY,000402059,06160458,60 
2015,8,MAY,000454231,05171000,810 
2015,8,MAY,000454231,05172009,45 
2015,8,MAY,048249,09110099,120 
2015,8,MAY,049070,06166083,300 
2015,8,MAY,076005,09150136,96 
2015,8,MAY,076005,09150813,108 
2015,8,MAY,200311,02115034,"7,236 "
2015,8,MAY,200311,02115043,"3,353 "
2015,8,MAY,200362,06160307,192 
2015,8,MAY,200362,06160331,54 
2015,8,MAY,000002810,06140213,470 
2015,8,MAY,000002810,06183614,60 
2015,8,MAY,000067230,05140011,"1,000 "
2015,8,MAY,000192801,06110023,60 
2015,8,MAY,000277875,73730023,420 
2015,8,MAY,000277875,79NR0386,299 
2015,8,MAY,000356892,04125050,"1,600 "
2015,4,JANUARY,200633,07160242,17 
2015,4,JANUARY,200679,04125065,210 
2015,4,JANUARY,505049,05120005,"1,920 "
2015,5,FEBRUARY,000067230,06167017,30 
2015,5,FEBRUARY,000074425,06150034,20 
2015,5,FEBRUARY,000074425,06159186,50 
2015,5,FEBRUARY,000192801,06110004,36 
2015,5,FEBRUARY,000192801,06110145,20 
2015,5,FEBRUARY,000277875,70120264,156 
2015,5,FEBRUARY,000333018,05140001,180 
2015,5,FEBRUARY,000358316,02127008,"10,387 "
2015,5,FEBRUARY,000364514,79CN2045,100 
2015,5,FEBRUARY,000454231,05171000,945 
2015,5,FEBRUARY,000454231,05171002,225 
2015,5,FEBRUARY,000454231,05173012,780 
2015,5,FEBRUARY,000454231,05173056,75 
2015,5,FEBRUARY,000454231,05175000,26 
2015,5,FEBRUARY,023088,06142003,40 
2015,5,FEBRUARY,048249,09164016,63 
2015,5,FEBRUARY,187101,04130010,80 
2015,5,FEBRUARY,187101,04130095,17 
2015,5,FEBRUARY,200002,06160466,23 
2015,5,FEBRUARY,200311,02115043,"6,397 "
2015,5,FEBRUARY,200362,06160392,72 
2015,5,FEBRUARY,200633,07160231,48 
2015,5,FEBRUARY,200633,07160250,64 
2015,5,FEBRUARY,200728,06164418,216 
2015,5,FEBRUARY,200728,06164432,336 
2015,5,FEBRUARY,201089,06160078,50 
2015,5,FEBRUARY,000016204,05130058,66 
2015,5,FEBRUARY,000192801,06117004,54 
2015,5,FEBRUARY,000418043,74742044,72 
2015,5,FEBRUARY,000422837,06166102,144 
2015,5,FEBRUARY,000454231,05173051,875 
2015,5,FEBRUARY,014065,78780233,240 
2015,8,MAY,000471932,05140017,0 
2015,8,MAY,022350,07161117,490 
2015,8,MAY,033778,06161449,40 
2015,8,MAY,048249,09110302,36 
2015,8,MAY,076005,09150817,"1,350 "
2015,8,MAY,076005,10140028,312 
2015,8,MAY,200002,04130036,20 
2015,8,MAY,200002,06160003,36 
2015,8,MAY,200002,06160180,140 
2015,8,MAY,200197,06167025,120 
2015,8,MAY,200255,01120002,160 
2015,8,MAY,200311,02115040,"32,620 "
2015,8,MAY,200362,06161100,72 
2015,8,MAY,200362,06167322,918 
2015,8,MAY,200373,06159206,75 
2015,8,MAY,200515,79CN0086,10 
2015,8,MAY,200515,79NR2576,50 
2015,8,MAY,200520,04140037,180 
2015,8,MAY,200620,06156051,198 
2015,8,MAY,200620,06156057,24 
2015,8,MAY,200633,07160216,51 
2015,8,MAY,200654,06181539,126 
2015,8,MAY,200728,06164425,120 
2015,8,MAY,201026,01115011,36 
2015,8,MAY,201129,07160279,70 
2015,8,MAY,455075,06168005,132 
2015,8,MAY,751650,04126027,498 
2015,9,JUNE,000071990,04110035,108 
2015,9,JUNE,000192801,06110012,12 
2015,9,JUNE,000195736,05110007,975 
2015,9,JUNE,000418043,70111514,60 
2015,9,JUNE,000418043,74745426,240 
2015,9,JUNE,000447495,10130005,720 
2015,9,JUNE,000454317,10117015,"1,152 "
2015,9,JUNE,017911,70117964,336 
2015,9,JUNE,017911,74745103,264 
2015,9,JUNE,017911,78786313,12 
2015,8,MAY,000402059,06164450,370 
2015,8,MAY,000417300,01115020,"10,000 "
2015,8,MAY,000418043,70111296,240 
2015,8,MAY,000418043,71712156,48 
2015,8,MAY,000418043,72722033,60 
2015,8,MAY,000418043,74740304,108 
2015,8,MAY,000422837,06160008,76 
2015,8,MAY,000447495,10130004,280 
2015,8,MAY,000454231,05171000,"3,375 "
2015,8,MAY,000470811,06161642,444 
2015,8,MAY,013348,05130018,540 
2015,8,MAY,017911,70115674,540 
2015,8,MAY,017911,75754513,"1,152 "
2015,8,MAY,020586,09116040,144 
2015,8,MAY,048249,09120024,27 
2015,8,MAY,076005,09150062,216 
2015,8,MAY,076005,09169008,"1,440 "
2015,8,MAY,187101,04130105,"2,400 "
2015,8,MAY,200002,04130014,239 
2015,8,MAY,200002,06167015,222 
2015,8,MAY,200362,06160339,"1,026 "
2015,8,MAY,200362,80807588,288 
2015,8,MAY,200509,80807903,30 
2015,8,MAY,200515,79BL0870,48 
2015,8,MAY,200515,79NR1476,150 
2015,8,MAY,200515,79NR7236,100 
2015,8,MAY,200520,04140002,320 
2015,8,MAY,200627,01120060,"75,683 "
2015,8,MAY,200633,07160218,136 
2015,8,MAY,200728,06164417,108 
2015,8,MAY,292238,05150004,"8,800 "
2015,8,MAY,292238,05150076,"2,700 "
2015,8,MAY,455075,06164442,280 
2015,8,MAY,455075,06168066,16 
2015,8,MAY,501084,06164410,16 
2015,9,JUNE,000016204,05176006,980 
2015,5,FEBRUARY,022350,07161161,88 
2015,5,FEBRUARY,023447,04146014,"1,327 "
2015,5,FEBRUARY,031731,09120006,80 
2015,5,FEBRUARY,033778,06160086,130 
2015,5,FEBRUARY,033778,06161650,350 
2015,5,FEBRUARY,048249,09150812,599 
2015,5,FEBRUARY,076000,09150775,"1,620 "
2015,5,FEBRUARY,076005,09150826,744 
2015,5,FEBRUARY,200002,06160250,23 
2015,5,FEBRUARY,200002,06160808,247 
2015,5,FEBRUARY,200237,06168091,216 
2015,5,FEBRUARY,200353,04146031,120 
2015,5,FEBRUARY,200362,06160013,"2,016 "
2015,5,FEBRUARY,200362,06160452,324 
2015,5,FEBRUARY,200400,04124006,552 
2015,5,FEBRUARY,200596,06182026,50 
2015,5,FEBRUARY,200627,01120228,"1,879 "
2015,5,FEBRUARY,200633,07161003,187 
2015,5,FEBRUARY,200728,06160277,44 
2015,5,FEBRUARY,201144,07161142,"1,044 "
2015,5,FEBRUARY,455075,06166015,90 
2015,5,FEBRUARY,455075,06168068,16 
2015,5,FEBRUARY,633203,10110029,160 
2015,5,FEBRUARY,633203,10140021,736 
2015,5,FEBRUARY,751650,04120005,280 
2015,6,MARCH,000071990,04116022,108 
2015,6,MARCH,000074425,06156062,392 
2015,6,MARCH,000356892,04125019,200 
2015,6,MARCH,000418043,70111954,240 
2015,6,MARCH,000418043,70115254,60 
2015,6,MARCH,000418043,71712124,24 
2015,6,MARCH,000418043,75750254,240 
2015,6,MARCH,000431615,09120096,435 
2015,6,MARCH,017911,72723053,300 
2015,6,MARCH,022350,07161116,40 
2015,9,JUNE,022350,05150035,450 
2015,9,JUNE,022350,07161139,88 
2015,9,JUNE,023088,06142012,54 
2015,9,JUNE,059002,09150592,450 
2015,9,JUNE,076005,09150809,640 
2015,9,JUNE,076005,09169050,525 
2015,9,JUNE,200002,06167017,32 
2015,9,JUNE,200299,07161401,45 
2015,9,JUNE,200311,02115018,"23,043 "
2015,9,JUNE,200311,02115043,"6,263 "
2015,9,JUNE,200362,06160599,216 
2015,9,JUNE,200362,80807564,24 
2015,9,JUNE,200373,06158009,103 
2015,9,JUNE,200515,79BL1090,24 
2015,9,JUNE,200515,79BL1450,20 
2015,9,JUNE,200515,79NR0345,500 
2015,9,JUNE,201129,07160141,54 
2015,9,JUNE,751650,04120002,45 
2015,9,JUNE,000067230,09120088,288 
2015,9,JUNE,000074425,06159171,700 
2015,9,JUNE,000192801,06110148,60 
2015,9,JUNE,000192801,06117005,92 
2015,9,JUNE,000224938,80807267,350 
2015,9,JUNE,000239926,04128104,24 
2015,9,JUNE,000277875,70114024,792 
2015,9,JUNE,000364514,79NR0826,100 
2015,9,JUNE,000370467,06160481,40 
2015,9,JUNE,000402059,06160458,264 
2015,9,JUNE,000402059,06164453,144 
2015,9,JUNE,000418043,70111304,120 
2015,9,JUNE,000418043,74742663,384 
2015,9,JUNE,000418043,75751014,360 
2015,9,JUNE,000454231,05173074,"1,700 "
2015,9,JUNE,000454231,05174004,405 
2015,9,JUNE,000457022,03140032,"5,000 "
2015,9,JUNE,013348,05130027,252 
2015,9,JUNE,000192801,06110033,6 
2015,9,JUNE,000192801,06110142,56 
2015,9,JUNE,000192801,06110148,24 
2015,9,JUNE,000192801,06110149,28 
2015,9,JUNE,000277875,78780644,24 
2015,9,JUNE,000364514,79BL0940,16 
2015,9,JUNE,000364514,79CN2025,200 
2015,9,JUNE,000418043,74740193,264 
2015,9,JUNE,000454231,05170010,120 
2015,9,JUNE,000454231,05173051,200 
2015,9,JUNE,000454231,05175001,20 
2015,9,JUNE,017911,78786433,264 
2015,9,JUNE,033778,06161652,180 
2015,9,JUNE,059002,09150806,36 
2015,9,JUNE,076005,10140016,40 
2015,9,JUNE,200362,06160333,"2,376 "
2015,9,JUNE,200362,06160392,936 
2015,9,JUNE,200373,06159200,72 
2015,9,JUNE,200515,79BL0110,16 
2015,9,JUNE,201089,06160170,30 
2015,9,JUNE,201160,07168207,500 
2015,9,JUNE,292238,05150036,"1,800 "
2015,9,JUNE,292238,05150098,780 
2015,9,JUNE,403545,06157000,24 
2015,9,JUNE,751650,04110007,10 
2015,9,JUNE,000071990,04110035,432 
2015,9,JUNE,000074425,06150033,200 
2015,9,JUNE,000074425,06159187,120 
2015,9,JUNE,000086662,01146006,"12,000 "
2015,9,JUNE,000224938,80800011,130 
2015,9,JUNE,000224938,80807269,350 
2015,9,JUNE,000244852,07160010,"2,016 "
2015,9,JUNE,000277875,70112642,420 
2015,9,JUNE,000277875,79NR2975,325 
2015,9,JUNE,000295230,01150010,"6,436 "
2015,9,JUNE,000341588,06110319,89 
2015,6,MARCH,200002,05116007,34 
2015,6,MARCH,200002,06140005,117 
2015,6,MARCH,200515,79BL7720,80 
2015,6,MARCH,200620,06156051,36 
2015,6,MARCH,200730,06183619,150 
2015,6,MARCH,751650,04110011,40 
2015,6,MARCH,751650,04120059,180 
2015,6,MARCH,000002810,06166090,108 
2015,6,MARCH,000074425,06159175,960 
2015,6,MARCH,000074425,06159178,"1,650 "
2015,6,MARCH,000244852,07168043,576 
2015,6,MARCH,000362538,09150912,11 
2015,6,MARCH,000364514,79BL7800,8 
2015,6,MARCH,000364514,79PKCN16,650 
2015,6,MARCH,000418043,70128454,"1,344 "
2015,6,MARCH,000418043,71713124,24 
2015,6,MARCH,000418043,74741783,528 
2015,6,MARCH,000418043,77116204,144 
2015,6,MARCH,000418043,78780383,24 
2015,6,MARCH,000418043,78781213,240 
2015,6,MARCH,000421254,04126024,"4,850 "
2015,6,MARCH,023447,04140080,600 
2015,6,MARCH,031731,09160002,200 
2015,6,MARCH,033778,06160360,360 
2015,6,MARCH,048249,09110072,50 
2015,6,MARCH,049070,06136047,392 
2015,6,MARCH,049070,06160298,"1,200 "
2015,6,MARCH,059002,09150903,"3,070 "
2015,6,MARCH,187101,04130070,136 
2015,6,MARCH,200002,06160181,90 
2015,6,MARCH,200002,10120037,21 
2015,6,MARCH,200237,06164436,"2,016 "
2015,6,MARCH,200515,79BL7140,5 
2015,6,MARCH,200587,06164412,44 
2015,6,MARCH,200633,07160219,480 
2015,6,MARCH,200679,04127042,"6,880 "
2015,9,JUNE,013812,06140047,150 
2015,9,JUNE,017911,70114044,"1,008 "
2015,9,JUNE,017911,70117964,"1,032 "
2015,9,JUNE,017911,70128354,432 
2015,9,JUNE,017911,75754516,"1,200 "
2015,9,JUNE,022350,07161161,528 
2015,9,JUNE,023447,04140019,"2,654 "
2015,9,JUNE,031731,09160008,200 
2015,9,JUNE,048249,09110099,216 
2015,9,JUNE,049070,06161604,490 
2015,9,JUNE,058829,06110048,161 
2015,9,JUNE,076000,10117014,750 
2015,9,JUNE,076005,09169009,360 
2015,9,JUNE,200002,06120004,336 
2015,9,JUNE,200002,06160168,147 
2015,9,JUNE,200002,06160169,72 
2015,9,JUNE,200002,06160473,210 
2015,9,JUNE,200002,10120008,61 
2015,9,JUNE,200362,06160119,"1,512 "
2015,9,JUNE,200515,79CN0086,4 
2015,9,JUNE,200520,04140110,"2,250 "
2015,9,JUNE,200585,05150057,420 
2015,9,JUNE,200587,06160478,330 
2015,9,JUNE,200633,07160224,160 
2015,9,JUNE,200654,06181537,378 
2015,9,JUNE,200728,06164425,12 
2015,9,JUNE,455075,06166015,180 
2015,9,JUNE,501084,06157801,240 
2015,9,JUNE,751650,04120075,"1,560 "
2015,10,JULY,000364514,79BL8880,32 
2015,10,JULY,000402059,06161602,205 
2015,10,JULY,000418043,74744413,528 
2015,10,JULY,000454231,05170008,90 
2015,10,JULY,000456529,06161658,720 
2015,10,JULY,000479407,05140011,850 
2015,10,JULY,000479407,05140030,192 
2015,10,JULY,017911,70111924,336 
2015,10,JULY,017911,70116002,360 
2015,10,JULY,067590,01161022,"2,992 "
2015,10,JULY,200311,02115045,"3,920 "
2015,10,JULY,200362,06161081,216 
2015,10,JULY,200515,79BL2380,16 
2015,10,JULY,200633,07160220,170 
2015,10,JULY,200679,04127050,140 
2015,10,JULY,000067230,10110276,64 
2015,10,JULY,000074425,06159180,"1,650 "
2015,10,JULY,000210764,05130030,60 
2015,10,JULY,000224938,80807157,162 
2015,10,JULY,000277875,70114164,336 
2015,10,JULY,000277875,70119702,360 
2015,10,JULY,000341588,06110320,119 
2015,10,JULY,000358316,02127004,"6,640 "
2015,10,JULY,000364514,79BL7250,56 
2015,10,JULY,000364514,79BL7800,16 
2015,10,JULY,000364514,79NR7827,100 
2015,10,JULY,000364514,79NR9446,150 
2015,10,JULY,000370467,06165005,88 
2015,10,JULY,000402059,06164455,336 
2015,10,JULY,000418043,70113334,"1,344 "
2015,10,JULY,000433008,74742913,"2,112 "
2015,10,JULY,000454231,05173018,97 
2015,10,JULY,000454231,05173044,38 
2015,10,JULY,014715,05116002,"2,736 "
2015,10,JULY,023088,06148030,48 
2015,10,JULY,023447,04146003,900 
2015,10,JULY,030589,06120017,32 
2015,10,JULY,049070,06160106,280 
2015,10,JULY,049070,06160258,"1,008 "
2015,10,JULY,200002,10110220,96 
2015,10,JULY,200362,06160010,72 
2015,10,JULY,200373,06159207,200 
2015,10,JULY,200620,06156058,24 
2015,10,JULY,200679,04116019,"1,800 "
2015,1,OCTOBER,000195736,05110039,144 
2015,1,OCTOBER,000277875,79NR0386,100 
2015,1,OCTOBER,000418043,70110064,24 
2015,1,OCTOBER,000418043,74748033,300 
2015,1,OCTOBER,000454231,05170018,25 
2015,1,OCTOBER,017911,74744023,12 
2015,1,OCTOBER,200627,01127052,"2,685 "
2015,1,OCTOBER,000016204,05176008,840 
2015,1,OCTOBER,000192801,06110029,216 
2015,1,OCTOBER,000192801,06110140,456 
2015,1,OCTOBER,000224938,80807156,154 
2015,1,OCTOBER,000277875,70111934,60 
2015,1,OCTOBER,000277875,70114114,120 
2015,1,OCTOBER,000277875,74743063,"3,168 "
2015,1,OCTOBER,000277875,78780193,240 
2015,1,OCTOBER,000277875,79NR2436,0 
2015,1,OCTOBER,000359447,03140072,"2,000 "
2015,1,OCTOBER,000364514,79BL7840,90 
2015,1,OCTOBER,000418043,70128464,"1,196 "
2015,1,OCTOBER,000425324,06160144,336 
2015,1,OCTOBER,000454231,05172009,315 
2015,1,OCTOBER,007347,05140017,400 
2015,1,OCTOBER,017911,74740116,588 
2015,1,OCTOBER,059002,09150484,27 
2015,1,OCTOBER,076005,09120068,120 
2015,1,OCTOBER,076005,09150136,384 
2015,1,OCTOBER,076005,09153020,17 
2015,1,OCTOBER,187101,06160564,"1,190 "
2015,1,OCTOBER,200002,04140016,10 
2015,1,OCTOBER,200002,06160130,100 
2015,1,OCTOBER,200002,06160139,480 
2015,1,OCTOBER,200362,06160307,216 
2015,1,OCTOBER,200362,06167321,270 
2015,1,OCTOBER,200515,70NR0006,25 
2015,1,OCTOBER,200515,79BL0920,120 
2015,9,JUNE,000364514,79NR2966,50 
2015,9,JUNE,000364514,79NR7817,100 
2015,9,JUNE,000370467,06166210,120 
2015,9,JUNE,000383364,79NR2956,50 
2015,9,JUNE,000418043,70110004,120 
2015,9,JUNE,000418043,70110354,120 
2015,9,JUNE,000418043,70128474,792 
2015,9,JUNE,000447495,10130035,"1,400 "
2015,9,JUNE,000454231,05171001,"3,150 "
2015,9,JUNE,007032,06160335,51 
2015,9,JUNE,010913,06160464,168 
2015,9,JUNE,017911,70115954,912 
2015,9,JUNE,017911,70118304,336 
2015,9,JUNE,017911,74740707,"1,200 "
2015,9,JUNE,017911,74745103,"1,032 "
2015,9,JUNE,017911,78785833,300 
2015,9,JUNE,017911,78786293,792 
2015,9,JUNE,023088,06140024,40 
2015,9,JUNE,032453,06140202,7 
2015,9,JUNE,049070,06160186,420 
2015,9,JUNE,059002,09150470,144 
2015,9,JUNE,076005,09110121,"1,890 "
2015,9,JUNE,076005,09169054,"2,520 "
2015,9,JUNE,200002,06160141,45 
2015,9,JUNE,200002,07161140,240 
2015,9,JUNE,200362,06160308,168 
2015,9,JUNE,200515,79BL1450,70 
2015,9,JUNE,200520,04140118,"1,350 "
2015,9,JUNE,200596,06168301,550 
2015,9,JUNE,200728,06160275,286 
2015,9,JUNE,201089,06160075,"1,400 "
2015,9,JUNE,201129,07160306,"1,920 "
2015,9,JUNE,201160,07168150,"1,800 "
2015,9,JUNE,292238,05150080,"1,647 "
2015,9,JUNE,501084,06150143,12 
2015,9,JUNE,751650,04120007,"2,239 "
2015,10,JULY,000195736,05110065,100 
2015,10,JULY,000224938,80807267,350 
2015,10,JULY,000418043,77115694,120 
2015,10,JULY,000421254,04126023,90 
2015,10,JULY,000454231,05171000,315 
2015,10,JULY,000454231,05173012,160 
2015,10,JULY,000454231,05173070,50 
2015,10,JULY,049070,06160281,270 
2015,10,JULY,200362,06161054,192 
2015,10,JULY,200410,70117512,90 
2015,10,JULY,200515,79BL7150,104 
2015,10,JULY,200633,07160212,384 
2015,10,JULY,200633,07160216,17 
2015,10,JULY,201160,07160003,360 
2015,10,JULY,292238,05150036,"1,800 "
2015,10,JULY,000069108,06140039,150 
2015,10,JULY,000192801,06110098,72 
2015,10,JULY,000195736,05110072,672 
2015,10,JULY,000262538,09150438,54 
2015,10,JULY,000277875,70112094,"1,344 "
2015,10,JULY,000402059,06162023,168 
2015,10,JULY,000402059,06164451,588 
2015,10,JULY,000454231,05176000,990 
2015,10,JULY,016898,01110043,288 
2015,10,JULY,017911,70114074,708 
2015,10,JULY,023447,04140080,400 
2015,10,JULY,041308,10140002,26 
2015,10,JULY,076005,09150775,810 
2015,10,JULY,076005,09150822,580 
2015,10,JULY,187101,04130009,16 
2015,10,JULY,200002,06130018,168 
2015,10,JULY,200002,06164431,192 
2015,10,JULY,200362,06160554,144 
2015,10,JULY,200362,06160603,144 
2015,10,JULY,200373,06159201,36 
2015,10,JULY,200515,70110217,"1,728 "
2015,1,OCTOBER,000195736,05110048,221 
2015,1,OCTOBER,000364514,79NR8706,400 
2015,1,OCTOBER,000454231,05170006,45 
2015,1,OCTOBER,000454231,05171000,495 
2015,1,OCTOBER,000454231,05175000,55 
2015,1,OCTOBER,076000,09150775,810 
2015,1,OCTOBER,200373,06161682,72 
2015,1,OCTOBER,000002810,06140214,50 
2015,1,OCTOBER,000071990,04110007,45 
2015,1,OCTOBER,000086662,01146007,755 
2015,1,OCTOBER,000192801,06117004,48 
2015,1,OCTOBER,000277875,79NR2476,100 
2015,1,OCTOBER,000287501,04116016,595 
2015,1,OCTOBER,000370467,07160035,120 
2015,1,OCTOBER,000383364,79NR2956,50 
2015,1,OCTOBER,000402059,06162023,84 
2015,1,OCTOBER,000418043,70112464,180 
2015,1,OCTOBER,000418043,70119484,672 
2015,1,OCTOBER,000418043,73733533,600 
2015,1,OCTOBER,000447495,10130004,240 
2015,1,OCTOBER,000454231,05171000,"3,645 "
2015,1,OCTOBER,000454231,05173018,97 
2015,1,OCTOBER,017911,70118324,192 
2015,1,OCTOBER,017911,78786323,108 
2015,1,OCTOBER,022350,07161161,792 
2015,1,OCTOBER,033778,06160358,80 
2015,1,OCTOBER,048249,09150017,32 
2015,1,OCTOBER,048249,09150824,96 
2015,1,OCTOBER,049070,06130050,0 
2015,1,OCTOBER,076005,09150185,144 
2015,1,OCTOBER,076005,09150811,720 
2015,1,OCTOBER,076005,09162012,140 
2015,1,OCTOBER,200002,06162010,191 
2015,1,OCTOBER,200002,10120002,60 
2015,1,OCTOBER,200002,10120008,48 
2015,1,OCTOBER,200237,06168091,180 
2015,1,OCTOBER,200311,02115001,"53,600 "
2015,1,OCTOBER,200362,06160392,"1,008 "
2015,1,OCTOBER,200362,06161061,270 
2015,1,OCTOBER,200362,80807574,24 
2015,1,OCTOBER,200373,06161653,0 
2015,1,OCTOBER,200587,06164413,144 
2015,1,OCTOBER,200587,06167081,144 
2015,1,OCTOBER,200587,06167082,216 
2015,1,OCTOBER,200596,06182026,32 
2015,1,OCTOBER,200620,06156051,126 
2015,1,OCTOBER,200627,01120228,"2,095 "
2015,1,OCTOBER,201129,07160300,900 
2015,1,OCTOBER,201129,07161200,960 
2015,1,OCTOBER,403545,06150037,756 
2015,1,OCTOBER,505049,05120010,294 
2015,1,OCTOBER,505049,05170022,288 
2015,1,OCTOBER,614640,06160022,336 
2015,1,OCTOBER,633203,10140022,180 
2015,1,OCTOBER,751650,04110011,170 
2015,1,OCTOBER,751650,04120018,160 
2015,2,NOVEMBER,000002810,06167004,20 
2015,2,NOVEMBER,000341588,06110320,44 
2015,2,NOVEMBER,000356892,04125019,200 
2015,2,NOVEMBER,000364514,79NR7167,50 
2015,2,NOVEMBER,000418043,70112376,600 
2015,2,NOVEMBER,000422837,06166102,72 
2015,2,NOVEMBER,000449776,06140090,27 
2015,2,NOVEMBER,013812,06140062,350 
2015,2,NOVEMBER,017911,74741446,144 
2015,2,NOVEMBER,022350,07161161,176 
2015,2,NOVEMBER,023088,06140030,20 
2015,2,NOVEMBER,023088,06142007,81 
2015,2,NOVEMBER,074018,01170214,"13,815 "
2015,2,NOVEMBER,076005,09110122,210 
2015,1,OCTOBER,200515,79NR0375,400 
2015,1,OCTOBER,200587,06146009,88 
2015,1,OCTOBER,200627,01127044,859 
2015,1,OCTOBER,200633,07160143,170 
2015,1,OCTOBER,200633,07160252,"1,032 "
2015,1,OCTOBER,200654,06181542,81 
2015,1,OCTOBER,200679,04127045,"1,392 "
2015,1,OCTOBER,201089,06160344,450 
2015,1,OCTOBER,455075,06160315,168 
2015,2,NOVEMBER,000002810,06140213,200 
2015,2,NOVEMBER,000192801,06110023,90 
2015,2,NOVEMBER,000192801,06110150,32 
2015,2,NOVEMBER,000195736,05110039,192 
2015,2,NOVEMBER,000195736,05110076,390 
2015,2,NOVEMBER,000277875,79NR0386,199 
2015,2,NOVEMBER,000287501,04116015,210 
2015,2,NOVEMBER,000337493,04110010,"12,998 "
2015,2,NOVEMBER,000356892,04125050,100 
2015,2,NOVEMBER,000370467,06163613,36 
2015,2,NOVEMBER,000418043,73733536,288 
2015,2,NOVEMBER,000431615,09111042,200 
2015,2,NOVEMBER,000449776,06140085,660 
2015,2,NOVEMBER,042948,06140131,88 
2015,2,NOVEMBER,076005,09150062,108 
2015,2,NOVEMBER,076005,10140117,62 
2015,2,NOVEMBER,187101,04130105,"1,200 "
2015,2,NOVEMBER,200002,06120025,56 
2015,2,NOVEMBER,200002,06160193,48 
2015,2,NOVEMBER,200362,80807365,"9,504 "
2015,2,NOVEMBER,200400,04124005,640 
2015,2,NOVEMBER,200515,79NR7236,100 
2015,2,NOVEMBER,200520,04140119,225 
2015,2,NOVEMBER,200627,01120060,"39,559 "
2015,2,NOVEMBER,000002810,06140209,48 
2015,2,NOVEMBER,000074425,06150034,20 
2015,6,MARCH,200679,04127045,"1,476 "
2015,6,MARCH,201089,06166112,200 
2015,6,MARCH,455075,06166222,390 
2015,6,MARCH,501084,06166191,95 
2015,7,APRIL,000074425,06159188,50 
2015,7,APRIL,000192801,06110029,42 
2015,7,APRIL,000192801,06110142,52 
2015,7,APRIL,000277875,78786493,528 
2015,7,APRIL,000425324,06160144,112 
2015,7,APRIL,000454231,05171002,45 
2015,7,APRIL,000454231,05173050,40 
2015,7,APRIL,000454231,05173057,170 
2015,7,APRIL,059002,09150800,180 
2015,7,APRIL,076005,10140016,40 
2015,7,APRIL,200587,06167012,240 
2015,7,APRIL,200627,01127044,480 
2015,7,APRIL,751650,04120046,80 
2015,7,APRIL,000067230,10110092,144 
2015,7,APRIL,000074425,06150056,100 
2015,7,APRIL,000074425,06159187,100 
2015,7,APRIL,000192801,06110146,32 
2015,7,APRIL,000192801,06110148,16 
2015,7,APRIL,000192801,06110153,236 
2015,7,APRIL,000195736,05110076,948 
2015,7,APRIL,000277875,70117504,"2,004 "
2015,7,APRIL,000277875,74743133,"1,584 "
2015,7,APRIL,000337493,04110010,"40,738 "
2015,7,APRIL,000362538,09150921,4 
2015,7,APRIL,000362538,09150924,20 
2015,7,APRIL,000364514,79NR7817,150 
2015,7,APRIL,000402059,06164452,120 
2015,7,APRIL,000418043,70110354,180 
2015,7,APRIL,000418043,70110944,192 
2015,7,APRIL,000418043,70121314,60 
2015,7,APRIL,000422837,06166102,216 
2015,7,APRIL,000454231,05170003,315 
2015,2,NOVEMBER,000074425,06150113,100 
2015,2,NOVEMBER,000074425,06156060,98 
2015,2,NOVEMBER,000086662,01146019,"13,270 "
2015,2,NOVEMBER,000192801,06110151,136 
2015,2,NOVEMBER,000277875,70110124,480 
2015,2,NOVEMBER,000277875,70116501,"3,132 "
2015,2,NOVEMBER,000333018,05140005,250 
2015,2,NOVEMBER,000364514,79NR8706,500 
2015,2,NOVEMBER,000381195,06161640,148 
