fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,VendorNbr,SkuNbr,Received Qty
2015,10,JULY,023088,06140006,48 
2015,10,JULY,059002,09150352,24 
2015,10,JULY,076005,09162012,40 
2015,10,JULY,201160,07168206,800 
2015,10,JULY,000002810,06167065,60 
2015,10,JULY,000071990,04110005,"1,026 "
2015,10,JULY,000074425,06150029,"1,200 "
2015,10,JULY,000074425,06159171,700 
2015,10,JULY,000186844,06158041,100 
2015,10,JULY,000192801,06110010,42 
2015,10,JULY,000197900,07161158,50 
2015,10,JULY,000224938,80807150,441 
2015,10,JULY,000277875,79NR0025,200 
2015,10,JULY,000287501,04116013,"1,239 "
2015,10,JULY,000356892,04125034,"1,600 "
2015,10,JULY,000364514,79CN0035,150 
2015,10,JULY,000364514,79CN7076,200 
2015,10,JULY,000402059,06160077,"1,920 "
2015,10,JULY,000418043,74740287,120 
2015,10,JULY,000418043,78783754,60 
2015,10,JULY,023088,06148027,168 
2015,10,JULY,049070,06130030,336 
2015,10,JULY,049070,06136047,392 
2015,10,JULY,200002,04130051,117 
2015,10,JULY,200002,06162010,153 
2015,10,JULY,200002,06164405,36 
2015,10,JULY,200362,80807584,48 
2015,10,JULY,200627,01127032,"2,100 "
2015,10,JULY,201129,07161205,"2,460 "
2015,10,JULY,501084,06160200,720 
2015,10,JULY,505049,05120010,231 
2015,10,JULY,505049,05170020,672 
2015,10,JULY,516978,10140014,594 
2015,10,JULY,INTNL1688,09150931,521 
2015,11,AUGUST,000192801,06110141,40 
2015,11,AUGUST,000370467,06166211,12 
2015,11,AUGUST,200362,06161061,54 
2015,11,AUGUST,200362,80807363,"1,320 "
2015,11,AUGUST,200520,04140002,192 
2015,11,AUGUST,000071990,04110005,810 
2015,8,MAY,000422837,06140215,105 
2015,8,MAY,000422837,06160015,192 
2015,8,MAY,000433008,74742903,"2,136 "
2015,8,MAY,000446688,07160136,49 
2015,8,MAY,000465505,06183618,50 
2015,8,MAY,016898,01110062,"7,040 "
2015,8,MAY,017911,70115954,360 
2015,8,MAY,017911,70120324,48 
2015,8,MAY,017911,77115572,180 
2015,8,MAY,020586,09116069,"1,440 "
2015,8,MAY,048249,09111042,250 
2015,8,MAY,059002,09150408,66 
2015,8,MAY,074018,01127015,"4,000 "
2015,8,MAY,076005,09120065,360 
2015,8,MAY,200002,06160345,60 
2015,8,MAY,200362,06160330,"1,188 "
2015,8,MAY,200515,70NR0006,25 
2015,8,MAY,200515,79PKCN56,750 
2015,8,MAY,200633,07160225,536 
2015,8,MAY,200728,06160821,550 
2015,8,MAY,200728,06162512,66 
2015,8,MAY,201129,07161128,"1,470 "
2015,8,MAY,201144,07161149,264 
2015,8,MAY,505049,05170000,"2,937 "
2015,8,MAY,751650,04120064,25 
2015,8,MAY,751650,04125004,150 
2015,8,MAY,751650,04126007,442 
2015,9,JUNE,000002810,06167004,14 
2015,9,JUNE,000071990,04110001,216 
2015,9,JUNE,000277875,70110364,240 
2015,9,JUNE,000341588,06110317,8 
2015,9,JUNE,000418043,70114294,456 
2015,9,JUNE,000418043,70120244,120 
2015,9,JUNE,000418043,70128494,336 
2015,9,JUNE,000418043,72720006,"1,344 "
2015,9,JUNE,000418043,74744136,240 
2015,3,DECEMBER,200633,07160225,704 
2015,3,DECEMBER,200730,06183617,250 
2015,3,DECEMBER,455075,06166015,180 
2015,3,DECEMBER,501084,06160101,320 
2015,3,DECEMBER,751650,04126005,"1,240 "
2015,3,DECEMBER,751650,04126007,509 
2015,4,JANUARY,000071990,04110005,918 
2015,4,JANUARY,000074425,06150034,30 
2015,4,JANUARY,000074425,06150140,400 
2015,4,JANUARY,000195736,05110010,"1,979 "
2015,4,JANUARY,000195736,05110076,504 
2015,4,JANUARY,000277875,70117504,"1,344 "
2015,4,JANUARY,000287501,04116013,744 
2015,4,JANUARY,000381195,06161641,148 
2015,4,JANUARY,000417300,01122007,"43,367 "
2015,4,JANUARY,000418043,70112494,60 
2015,4,JANUARY,000454231,05170008,360 
2015,4,JANUARY,000454231,05173058,470 
2015,4,JANUARY,000454231,05175000,94 
2015,4,JANUARY,017911,70110007,"1,296 "
2015,4,JANUARY,017911,70111924,264 
2015,4,JANUARY,019227,06169935,300 
2015,4,JANUARY,023088,06142013,27 
2015,4,JANUARY,042948,06140131,88 
2015,4,JANUARY,048249,09150812,971 
2015,4,JANUARY,076005,10117014,750 
2015,4,JANUARY,187101,04130035,240 
2015,4,JANUARY,187101,04130092,544 
2015,4,JANUARY,187101,04130093,272 
2015,4,JANUARY,187101,06160562,140 
2015,4,JANUARY,200002,06161635,80 
2015,4,JANUARY,200255,01120009,"1,005 "
2015,4,JANUARY,200299,07161415,315 
2015,4,JANUARY,200311,02115045,"23,160 "
2015,4,JANUARY,200353,04146032,200 
2015,4,JANUARY,200362,06160309,144 
2015,4,JANUARY,000364514,79BL7800,8 
2015,4,JANUARY,000370467,06163613,27 
2015,4,JANUARY,000449776,06140090,45 
2015,4,JANUARY,017911,70114074,12 
2015,4,JANUARY,041308,10140002,26 
2015,4,JANUARY,187101,04130105,"1,200 "
2015,4,JANUARY,200515,79NR7236,100 
2015,4,JANUARY,501084,06166006,160 
2015,4,JANUARY,501084,06166191,38 
2015,5,FEBRUARY,000192801,06117004,18 
2015,5,FEBRUARY,000195736,05110051,100 
2015,5,FEBRUARY,000358316,02127010,"7,008 "
2015,5,FEBRUARY,000364514,79NR7077,100 
2015,5,FEBRUARY,000370467,06166210,24 
2015,5,FEBRUARY,000418043,70119484,"2,016 "
2015,5,FEBRUARY,000454231,05174000,225 
2015,5,FEBRUARY,017911,70118304,132 
2015,5,FEBRUARY,200002,06160345,18 
2015,5,FEBRUARY,200299,07161417,90 
2015,5,FEBRUARY,200311,02115036,"7,280 "
2015,5,FEBRUARY,200362,06160332,54 
2015,5,FEBRUARY,200515,79PKCN56,500 
2015,5,FEBRUARY,200596,06168301,50 
2015,5,FEBRUARY,200596,06182010,288 
2015,5,FEBRUARY,201129,07160300,420 
2015,5,FEBRUARY,751650,04125004,60 
2015,5,FEBRUARY,000016204,05176008,560 
2015,5,FEBRUARY,000067230,06167017,20 
2015,5,FEBRUARY,000192801,06110004,66 
2015,5,FEBRUARY,000192801,06110143,48 
2015,5,FEBRUARY,000192801,06110145,152 
2015,5,FEBRUARY,000364514,79NR9636,50 
2015,5,FEBRUARY,000402059,06160050,360 
2015,5,FEBRUARY,013812,06140132,50 
2015,5,FEBRUARY,016898,01110062,"3,168 "
2015,4,JANUARY,200587,06164413,720 
2015,4,JANUARY,200587,06167081,216 
2015,4,JANUARY,200633,07160219,312 
2015,4,JANUARY,201089,06165002,180 
2015,4,JANUARY,201129,07161205,960 
2015,4,JANUARY,501084,06160200,"1,395 "
2015,4,JANUARY,505049,05170001,"1,350 "
2015,4,JANUARY,516978,10140014,594 
2015,4,JANUARY,000074425,06156062,686 
2015,4,JANUARY,000192801,06110142,56 
2015,4,JANUARY,000358316,02127010,"7,008 "
2015,4,JANUARY,000359447,03140073,"4,005 "
2015,4,JANUARY,000364514,79BL1080,40 
2015,4,JANUARY,000364514,79CN7065,100 
2015,4,JANUARY,000418043,70111914,60 
2015,4,JANUARY,000454231,05170010,154 
2015,4,JANUARY,013812,06140009,500 
2015,4,JANUARY,023088,06148007,208 
2015,4,JANUARY,076005,09110121,450 
2015,4,JANUARY,200362,06160013,504 
2015,4,JANUARY,200362,06160336,324 
2015,4,JANUARY,200362,06167322,216 
2015,4,JANUARY,200373,06159200,72 
2015,4,JANUARY,200515,79BL1090,16 
2015,4,JANUARY,200633,07160228,128 
2015,4,JANUARY,505049,05175004,407 
2015,4,JANUARY,751650,04120005,60 
2015,5,FEBRUARY,000016204,05176008,280 
2015,5,FEBRUARY,000192801,06110144,16 
2015,5,FEBRUARY,000195736,05110065,200 
2015,5,FEBRUARY,000195736,05110074,78 
2015,5,FEBRUARY,000277875,79NR7996,60 
2015,5,FEBRUARY,000364514,79BL0010,16 
2015,5,FEBRUARY,000364514,79NR7167,100 
2015,5,FEBRUARY,000364514,79NR7186,100 
2015,5,FEBRUARY,200362,06160336,54 
2015,5,FEBRUARY,200373,06159202,72 
2015,5,FEBRUARY,200515,79BL0980,24 
2015,5,FEBRUARY,200596,06168302,50 
2015,5,FEBRUARY,200633,07160144,119 
2015,5,FEBRUARY,200633,07160219,72 
2015,5,FEBRUARY,200633,07160228,127 
2015,5,FEBRUARY,200679,04127042,"1,440 "
2015,5,FEBRUARY,200679,04127045,324 
2015,5,FEBRUARY,200730,06183627,25 
2015,5,FEBRUARY,201089,06160344,210 
2015,5,FEBRUARY,505049,05130024,20 
2015,5,FEBRUARY,505049,05170001,672 
2015,5,FEBRUARY,751650,04120064,15 
2015,5,FEBRUARY,000195736,05110059,600 
2015,5,FEBRUARY,000195736,05110078,270 
2015,5,FEBRUARY,000244852,07168043,648 
2015,5,FEBRUARY,000277875,79NR0025,212 
2015,5,FEBRUARY,000364514,79BL0940,32 
2015,5,FEBRUARY,000364514,79CN2086,300 
2015,5,FEBRUARY,000364514,79CN7076,200 
2015,5,FEBRUARY,000370467,06166210,72 
2015,5,FEBRUARY,000378233,02110039,80 
2015,5,FEBRUARY,000416287,06181596,144 
2015,5,FEBRUARY,000418043,77115674,180 
2015,5,FEBRUARY,000421254,04126024,"3,300 "
2015,5,FEBRUARY,000444128,03140016,"5,000 "
2015,5,FEBRUARY,000454231,05175001,69 
2015,5,FEBRUARY,007347,05140011,"2,550 "
2015,5,FEBRUARY,020586,09116040,144 
2015,5,FEBRUARY,033778,06160360,300 
2015,5,FEBRUARY,033778,06161053,30 
2015,5,FEBRUARY,033778,06161651,200 
2015,5,FEBRUARY,058829,06110133,100 
2015,5,FEBRUARY,059002,09150352,92 
2015,4,JANUARY,017911,70119954,264 
2015,4,JANUARY,017911,75754516,624 
2015,4,JANUARY,022350,07160111,"5,100 "
2015,4,JANUARY,023088,06142008,54 
2015,4,JANUARY,033778,06161652,550 
2015,4,JANUARY,049070,06136031,240 
2015,4,JANUARY,058829,06110048,336 
2015,4,JANUARY,200002,01160012,24 
2015,4,JANUARY,200002,06160003,18 
2015,4,JANUARY,200002,06164407,41 
2015,4,JANUARY,200002,10120008,60 
2015,4,JANUARY,200002,10120035,6 
2015,4,JANUARY,200197,06167025,60 
2015,4,JANUARY,200362,80807568,216 
2015,4,JANUARY,200373,06159201,36 
2015,4,JANUARY,200515,79CN0086,10 
2015,4,JANUARY,200520,04140037,180 
2015,4,JANUARY,200585,05150057,588 
2015,4,JANUARY,200627,01120013,"23,594 "
2015,4,JANUARY,200728,06164425,48 
2015,4,JANUARY,455075,06168032,80 
2015,4,JANUARY,751650,04120075,850 
2015,4,JANUARY,751650,04126027,478 
2015,4,JANUARY,000195736,05110072,390 
2015,4,JANUARY,000277875,70110364,144 
2015,4,JANUARY,000277875,79BL0990,10 
2015,4,JANUARY,000364514,79NR0246,100 
2015,4,JANUARY,000422837,06163689,60 
2015,4,JANUARY,000454231,05176000,315 
2015,4,JANUARY,018479,06160041,25 
2015,4,JANUARY,048249,09150512,24 
2015,4,JANUARY,076005,09150817,630 
2015,4,JANUARY,200633,07160216,17 
2015,4,JANUARY,200633,07160218,34 
2015,4,JANUARY,200633,07160239,160 
2015,5,FEBRUARY,000418043,70112464,144 
2015,4,JANUARY,023088,06140026,96 
2015,4,JANUARY,023088,06148007,112 
2015,4,JANUARY,200002,06160385,40 
2015,4,JANUARY,200002,07161416,342 
2015,4,JANUARY,200299,07161406,360 
2015,4,JANUARY,200515,79NR0265,300 
2015,4,JANUARY,200633,07160215,289 
2015,4,JANUARY,200633,07160225,768 
2015,4,JANUARY,200730,06183627,50 
2015,4,JANUARY,201144,07161149,696 
2015,4,JANUARY,616284,04130040,"2,048 "
2015,4,JANUARY,633203,09150041,20 
2015,4,JANUARY,633203,10110027,144 
2015,4,JANUARY,751650,04120012,168 
2015,4,JANUARY,751650,04120059,405 
2015,4,JANUARY,751650,04125003,200 
2015,4,JANUARY,751650,04126007,392 
2015,4,JANUARY,000067230,09120088,48 
2015,4,JANUARY,000074425,06159188,250 
2015,4,JANUARY,000195736,05110048,340 
2015,4,JANUARY,000356892,04125020,700 
2015,4,JANUARY,000356892,04125034,500 
2015,4,JANUARY,000364514,79BL0710,16 
2015,4,JANUARY,000402059,06160050,360 
2015,4,JANUARY,000418043,70111344,"3,000 "
2015,4,JANUARY,000418043,70128484,672 
2015,4,JANUARY,000431615,09120097,360 
2015,4,JANUARY,000454231,05173050,110 
2015,4,JANUARY,000454231,05173057,420 
2015,4,JANUARY,000454231,05173074,722 
2015,4,JANUARY,016898,01110062,"3,168 "
2015,4,JANUARY,023088,06140013,140 
2015,4,JANUARY,023088,06142012,27 
2015,4,JANUARY,076005,09169007,360 
2015,4,JANUARY,076005,09169050,450 
2015,11,AUGUST,000074425,06159175,900 
2015,11,AUGUST,000239926,04128101,12 
2015,11,AUGUST,000364514,70NR0426,25 
2015,11,AUGUST,000364514,79BL8880,248 
2015,11,AUGUST,000364514,79CN2025,350 
2015,11,AUGUST,000364514,79CN2096,100 
2015,11,AUGUST,000383364,79CN2396,100 
2015,11,AUGUST,000402059,06160456,48 
2015,11,AUGUST,000418043,70122374,336 
2015,11,AUGUST,000446688,07160135,49 
2015,11,AUGUST,000454231,05170010,358 
2015,11,AUGUST,000466781,02110062,67 
2015,11,AUGUST,017911,70111314,336 
2015,11,AUGUST,017911,70114174,144 
2015,11,AUGUST,022350,05150037,"1,575 "
2015,11,AUGUST,023088,06148009,40 
2015,11,AUGUST,049070,06130030,224 
2015,11,AUGUST,049070,06160281,270 
2015,11,AUGUST,200587,06140035,510 
2015,11,AUGUST,200633,07160250,536 
2015,11,AUGUST,200679,04116019,"1,680 "
2015,11,AUGUST,501084,06157801,80 
2015,11,AUGUST,501084,06166006,380 
2015,11,AUGUST,751650,04125011,"2,481 "
2015,11,AUGUST,INTNL1688,09150819,"1,250 "
2015,12,SEPTEMBER,000071990,04110035,108 
2015,12,SEPTEMBER,000086662,01146006,"10,000 "
2015,12,SEPTEMBER,000192801,06110151,40 
2015,12,SEPTEMBER,000358316,02127000,"2,070 "
2015,12,SEPTEMBER,000364514,79BL8880,104 
2015,12,SEPTEMBER,000418043,75751014,336 
2015,12,SEPTEMBER,000454231,05171001,945 
2015,12,SEPTEMBER,010913,06160464,56 
2015,12,SEPTEMBER,048249,09111042,200 
2015,12,SEPTEMBER,067590,01161022,"2,992 "
2015,12,SEPTEMBER,000239926,06160467,60 
2015,12,SEPTEMBER,000277875,70110364,672 
2015,12,SEPTEMBER,000362538,09150952,167 
2015,12,SEPTEMBER,000364514,79BL0950,464 
2015,12,SEPTEMBER,000402059,06164455,360 
2015,12,SEPTEMBER,000418043,70111024,240 
2015,12,SEPTEMBER,000418043,70114004,672 
2015,12,SEPTEMBER,000418043,71710033,528 
2015,12,SEPTEMBER,000454231,05173058,650 
2015,12,SEPTEMBER,000466781,02110009,"1,716 "
2015,12,SEPTEMBER,023088,06148030,48 
2015,12,SEPTEMBER,042948,06140131,88 
2015,12,SEPTEMBER,049070,06160174,384 
2015,12,SEPTEMBER,067590,01160007,"6,996 "
2015,12,SEPTEMBER,076005,09169006,224 
2015,12,SEPTEMBER,187101,04130021,448 
2015,12,SEPTEMBER,187101,04130035,496 
2015,12,SEPTEMBER,187101,04130094,204 
2015,12,SEPTEMBER,187101,06160500,"3,710 "
2015,12,SEPTEMBER,200002,06130018,168 
2015,12,SEPTEMBER,200002,09120106,20 
2015,12,SEPTEMBER,200014,70116104,672 
2015,12,SEPTEMBER,200362,06160165,378 
2015,12,SEPTEMBER,200362,80807589,330 
2015,12,SEPTEMBER,200373,06159203,36 
2015,12,SEPTEMBER,200373,06161609,108 
2015,12,SEPTEMBER,200515,79BL0040,20 
2015,12,SEPTEMBER,200515,79NR6055,250 
2015,12,SEPTEMBER,200587,06167040,192 
2015,12,SEPTEMBER,200654,06181540,153 
2015,12,SEPTEMBER,201089,06160075,"2,000 "
2015,12,SEPTEMBER,292238,05150004,"6,600 "
2015,12,SEPTEMBER,455075,06160301,12 
2015,12,SEPTEMBER,501084,06182019,16 
2015,12,SEPTEMBER,505049,05130060,406 
2015,5,FEBRUARY,017911,77115572,180 
2015,5,FEBRUARY,017911,78786283,72 
2015,5,FEBRUARY,031731,09110239,84 
2015,5,FEBRUARY,041308,10140004,20 
2015,5,FEBRUARY,049070,06168200,420 
2015,5,FEBRUARY,074018,01127015,"4,000 "
2015,5,FEBRUARY,076005,09150136,132 
2015,5,FEBRUARY,076005,09169007,360 
2015,5,FEBRUARY,200002,06166026,15 
2015,5,FEBRUARY,200002,10120003,11 
2015,5,FEBRUARY,200255,01120007,250 
2015,5,FEBRUARY,200515,79BL0920,117 
2015,5,FEBRUARY,200515,79NR0375,400 
2015,5,FEBRUARY,200728,06160821,176 
2015,5,FEBRUARY,201089,06160078,20 
2015,5,FEBRUARY,201129,07161128,"1,260 "
2015,5,FEBRUARY,501084,06110305,15 
2015,5,FEBRUARY,502589,06146030,288 
2015,5,FEBRUARY,505049,05170000,"1,584 "
2015,5,FEBRUARY,633203,09110123,28 
2015,5,FEBRUARY,633203,09150041,80 
2015,5,FEBRUARY,751650,04120064,25 
2015,6,MARCH,000192801,06110029,6 
2015,6,MARCH,000224938,80807156,154 
2015,6,MARCH,000277875,70113614,300 
2015,6,MARCH,000277875,79NR2476,50 
2015,6,MARCH,000287768,03130075,70 
2015,6,MARCH,000364514,79CN0046,100 
2015,6,MARCH,000364514,79PKCN16,100 
2015,6,MARCH,000370467,07160035,20 
2015,6,MARCH,000402059,06164451,144 
2015,6,MARCH,000402183,02112018,120 
2015,6,MARCH,000418043,70110104,240 
2015,6,MARCH,000418043,70115124,84 
2015,6,MARCH,000418043,73733533,420 
2015,2,NOVEMBER,200002,06164408,105 
2015,2,NOVEMBER,200014,70116104,504 
2015,2,NOVEMBER,200362,06160332,54 
2015,2,NOVEMBER,200362,06160450,216 
2015,2,NOVEMBER,200373,06159205,36 
2015,2,NOVEMBER,200515,79PKCN56,200 
2015,2,NOVEMBER,200596,06168301,149 
2015,2,NOVEMBER,200728,06162512,22 
2015,2,NOVEMBER,292238,05150080,374 
2015,2,NOVEMBER,751650,04120016,96 
2015,2,NOVEMBER,000067230,05140029,200 
2015,2,NOVEMBER,000071990,04116022,486 
2015,2,NOVEMBER,000086662,01146012,"10,000 "
2015,2,NOVEMBER,000195736,05110035,171 
2015,2,NOVEMBER,000224938,80807269,385 
2015,2,NOVEMBER,000239926,04128107,300 
2015,2,NOVEMBER,000277875,70114024,264 
2015,2,NOVEMBER,000277875,70124116,120 
2015,2,NOVEMBER,000280285,04116004,98 
2015,2,NOVEMBER,000358316,02127012,"6,304 "
2015,2,NOVEMBER,000359447,03140007,312 
2015,2,NOVEMBER,000364514,79BL0950,328 
2015,2,NOVEMBER,000381195,06161642,296 
2015,2,NOVEMBER,000417300,01122007,"15,589 "
2015,2,NOVEMBER,000418043,70116764,180 
2015,2,NOVEMBER,000418043,74748033,528 
2015,2,NOVEMBER,000422837,06146029,60 
2015,2,NOVEMBER,000425324,06160920,112 
2015,2,NOVEMBER,000454231,05173016,760 
2015,2,NOVEMBER,000457022,03140032,"14,970 "
2015,2,NOVEMBER,007347,05140018,420 
2015,2,NOVEMBER,007347,05140020,100 
2015,2,NOVEMBER,017911,70117964,300 
2015,2,NOVEMBER,017911,71712056,48 
2015,2,NOVEMBER,017911,74740116,408 
2015,2,NOVEMBER,633203,09163012,90 
2015,2,NOVEMBER,751650,04120030,90 
2015,3,DECEMBER,000447495,10130006,260 
2015,3,DECEMBER,000182475,06160094,60 
2015,3,DECEMBER,000186844,06158012,"1,000 "
2015,3,DECEMBER,000192801,06110033,6 
2015,3,DECEMBER,000192801,06110129,54 
2015,3,DECEMBER,000192801,06110148,12 
2015,3,DECEMBER,000277875,70112642,360 
2015,3,DECEMBER,000277875,70123144,24 
2015,3,DECEMBER,000356892,04125036,"2,100 "
2015,3,DECEMBER,000364514,79BL7250,80 
2015,3,DECEMBER,000378233,02110070,844 
2015,3,DECEMBER,000454231,05170006,900 
2015,3,DECEMBER,000456529,06161657,"1,224 "
2015,3,DECEMBER,000457022,03140032,"6,000 "
2015,3,DECEMBER,007347,05140002,50 
2015,3,DECEMBER,013348,05130027,708 
2015,3,DECEMBER,013348,06160016,467 
2015,3,DECEMBER,014065,70120274,804 
2015,3,DECEMBER,017911,70110017,"1,296 "
2015,3,DECEMBER,017911,70113354,300 
2015,3,DECEMBER,017911,70117964,384 
2015,3,DECEMBER,017911,78781114,180 
2015,3,DECEMBER,017911,78786293,384 
2015,3,DECEMBER,017911,78786433,240 
2015,3,DECEMBER,048249,09164002,96 
2015,3,DECEMBER,076005,09110122,840 
2015,3,DECEMBER,076005,09150130,216 
2015,3,DECEMBER,200002,01160010,160 
2015,3,DECEMBER,200002,05110070,720 
2015,3,DECEMBER,200002,06160168,168 
2015,3,DECEMBER,200002,06160226,168 
2015,3,DECEMBER,200002,06160808,338 
2015,3,DECEMBER,200311,02115021,"12,900 "
2015,11,AUGUST,017743,05130043,112 
2015,11,AUGUST,019227,06169937,112 
2015,11,AUGUST,023088,06148028,552 
2015,11,AUGUST,033778,06161648,570 
2015,11,AUGUST,033778,06161651,90 
2015,11,AUGUST,049070,06130019,224 
2015,11,AUGUST,076005,09162012,120 
2015,11,AUGUST,187101,04130021,640 
2015,11,AUGUST,187101,04130091,476 
2015,11,AUGUST,200002,06164405,12 
2015,11,AUGUST,200002,07163001,120 
2015,11,AUGUST,200221,04110030,"2,295 "
2015,11,AUGUST,200515,70110197,"1,728 "
2015,11,AUGUST,200515,79NR0646,100 
2015,11,AUGUST,200515,79NR7787,50 
2015,11,AUGUST,200633,07160218,119 
2015,11,AUGUST,200633,07160219,248 
2015,11,AUGUST,200654,06181536,49 
2015,11,AUGUST,201129,07161200,"1,500 "
2015,11,AUGUST,292238,05150004,"3,520 "
2015,11,AUGUST,751650,04120056,98 
2015,12,SEPTEMBER,000192801,06110024,24 
2015,12,SEPTEMBER,000195736,05110048,255 
2015,12,SEPTEMBER,000341588,06110317,22 
2015,12,SEPTEMBER,000370467,06165005,24 
2015,12,SEPTEMBER,000418043,70116834,336 
2015,12,SEPTEMBER,000418043,74744136,"1,200 "
2015,12,SEPTEMBER,048249,09150018,8 
2015,12,SEPTEMBER,048249,09150824,396 
2015,12,SEPTEMBER,187101,04130021,48 
2015,12,SEPTEMBER,200362,06160338,"1,188 "
2015,12,SEPTEMBER,200515,79BL0980,48 
2015,12,SEPTEMBER,200627,01120220,"7,966 "
2015,12,SEPTEMBER,501084,06110305,15 
2015,12,SEPTEMBER,505049,05170000,"1,006 "
2015,12,SEPTEMBER,751650,04110011,60 
2015,12,SEPTEMBER,200362,06167322,108 
2015,12,SEPTEMBER,200362,06167364,70 
2015,12,SEPTEMBER,200373,06158029,36 
2015,12,SEPTEMBER,200515,79BL7720,72 
2015,12,SEPTEMBER,200515,79NR0365,400 
2015,12,SEPTEMBER,200654,06181543,54 
2015,12,SEPTEMBER,200728,06161007,110 
2015,12,SEPTEMBER,751650,04120026,128 
2015,12,SEPTEMBER,000192801,06110150,60 
2015,12,SEPTEMBER,000277875,75751023,"1,584 "
2015,12,SEPTEMBER,000364514,79CN0085,100 
2015,12,SEPTEMBER,000418043,70115134,"1,404 "
2015,12,SEPTEMBER,000418043,70119474,"2,688 "
2015,12,SEPTEMBER,000418043,75754536,"4,800 "
2015,12,SEPTEMBER,000421254,04126022,455 
2015,12,SEPTEMBER,000449855,06180004,261 
2015,12,SEPTEMBER,000454231,05173056,410 
2015,12,SEPTEMBER,000456529,06161658,"1,944 "
2015,12,SEPTEMBER,000479407,05140023,"1,456 "
2015,12,SEPTEMBER,023088,06140007,70 
2015,12,SEPTEMBER,033778,06170009,166 
2015,12,SEPTEMBER,048249,09150816,865 
2015,12,SEPTEMBER,076005,09150826,864 
2015,12,SEPTEMBER,076005,09153020,"1,824 "
2015,12,SEPTEMBER,187101,04130092,748 
2015,12,SEPTEMBER,200002,06160130,50 
2015,12,SEPTEMBER,200002,07160050,6 
2015,12,SEPTEMBER,200311,02115045,"32,400 "
2015,12,SEPTEMBER,200362,06160013,"1,368 "
2015,12,SEPTEMBER,200362,06160307,240 
2015,12,SEPTEMBER,200587,06140094,36 
2015,12,SEPTEMBER,200587,06167060,110 
2015,12,SEPTEMBER,200633,07160143,153 
2015,12,SEPTEMBER,200654,06181542,126 
2015,12,SEPTEMBER,201089,06160078,350 
2015,6,MARCH,000418043,73733536,"1,680 "
2015,6,MARCH,000418043,75754536,"3,600 "
2015,6,MARCH,000421254,04126022,530 
2015,6,MARCH,000433008,74742903,840 
2015,6,MARCH,000449776,06140130,40 
2015,6,MARCH,000449855,06180004,243 
2015,6,MARCH,000454231,05173056,372 
2015,6,MARCH,000471932,05140017,600 
2015,6,MARCH,017911,70118174,240 
2015,6,MARCH,022350,07161117,490 
2015,6,MARCH,023088,06140006,96 
2015,6,MARCH,023088,06140020,180 
2015,6,MARCH,023088,06140024,200 
2015,6,MARCH,048249,09111042,200 
2015,6,MARCH,048249,09150816,"1,675 "
2015,6,MARCH,049070,06161630,"2,040 "
2015,6,MARCH,076005,09150095,240 
2015,6,MARCH,200002,06160040,360 
2015,6,MARCH,200197,06167025,120 
2015,6,MARCH,200509,80807903,50 
2015,6,MARCH,200515,70110197,"3,456 "
2015,6,MARCH,200515,79NR0646,300 
2015,6,MARCH,200515,79NR6055,450 
2015,6,MARCH,200515,79NR7787,50 
2015,6,MARCH,200515,79PKCN36,350 
2015,6,MARCH,200520,04140016,50 
2015,6,MARCH,200585,05150057,420 
2015,6,MARCH,292238,05150012,208 
2015,6,MARCH,455075,06166015,306 
2015,6,MARCH,521127,10140010,"1,050 "
2015,6,MARCH,633203,09150832,585 
2015,6,MARCH,751650,04120075,"1,200 "
2015,6,MARCH,751650,04126027,680 
2015,6,MARCH,INTNL1688,09150913,500 
2015,7,APRIL,000086579,04116010,192 
2015,7,APRIL,000277875,79NR2975,150 
2015,6,MARCH,000359447,03140028,"4,000 "
2015,6,MARCH,000362538,09150952,11 
2015,6,MARCH,000364514,79BL0010,48 
2015,6,MARCH,000364514,79BL0940,16 
2015,6,MARCH,000370467,06166210,156 
2015,6,MARCH,000418043,70110354,120 
2015,6,MARCH,000418043,70110944,480 
2015,6,MARCH,000418043,70111284,240 
2015,6,MARCH,000418043,70112474,600 
2015,6,MARCH,000418043,75750063,240 
2015,6,MARCH,000418043,78783754,60 
2015,6,MARCH,017911,70111314,288 
2015,6,MARCH,017911,74741303,144 
2015,6,MARCH,023088,06142007,216 
2015,6,MARCH,033778,06161645,60 
2015,6,MARCH,033778,06161648,"1,050 "
2015,6,MARCH,049070,06160281,270 
2015,6,MARCH,059002,09150800,148 
2015,6,MARCH,067590,01126007,280 
2015,6,MARCH,067590,01127023,"1,240 "
2015,6,MARCH,200002,06164430,192 
2015,6,MARCH,200299,07161407,"1,710 "
2015,6,MARCH,200299,07161409,360 
2015,6,MARCH,200299,07161417,585 
2015,6,MARCH,200373,06161682,108 
2015,6,MARCH,200587,06164413,216 
2015,6,MARCH,200587,06167081,144 
2015,6,MARCH,201160,07168150,"2,100 "
2015,7,APRIL,000074425,06159187,20 
2015,7,APRIL,000244852,07160010,"1,080 "
2015,7,APRIL,000277875,71712043,60 
2015,7,APRIL,000277875,74743133,528 
2015,7,APRIL,000364514,79NR7936,100 
2015,7,APRIL,000402059,06160458,48 
2015,7,APRIL,000430702,10110025,768 
2015,7,APRIL,000454231,05173072,80 
2015,4,JANUARY,000074425,06150048,100 
2015,4,JANUARY,000192801,06110012,36 
2015,4,JANUARY,000192801,06110029,324 
2015,4,JANUARY,000192801,06110143,32 
