SkuNbr,SkuDesc,Flow,Whs,Uom,UnitsPerCase,LeadTime,UomCube,UomWeight,PrimVendorNbr,ShelfLifeDays,Commodity
01110062,MEATS BOAR  6,WH,P,CA,60,21,0.26,10,016898,130,ME00
01110064,MEATS BOAR  7,WH,P,CA,80,21,0.26,10,016898,,ME00
01110065,MEAT - BEEF 8,WH,P,LB,1,8,0.71,24,016898,115,ME05
01110070,MEAT - BEEF 9,WH,P,CA,2,8,1,10,016898,240,ME05
01120013,MEAT - PORK 34,WH,P,LB,1,10,1.24,35,200627,28,ME15
01120014,MEATS BOAR  35,WH,P,LB,4,10,0.96,37,200627,28,ME00
01120055,MEAT - PORK 42,WH,P,LB,1,10,0.46,16,500527,100,ME15
01120056,MEAT - PORK 43,WH,P,LB,1,10,0,0,067590,60,ME15
01120057,MEAT - PORK 45,WH,P,LB,1,14,1.9,42,000402183,365,ME15
01120210,MEATS BOAR  53,WH,P,LB,18,10,0.44,16,200627,7,ME00
01120215,MEATS BOAR  54,WH,P,LB,1,10,0,0,000003,,ME00
01120220,MEATS BOAR  56,WH,P,LB,4,10,1.24,36,200627,,ME00
01120226,MEAT - PORK 59,WH,P,LB,2,10,1.24,31,200627,,ME15
01120228,MEAT - PORK 61,WH,P,LB,14,10,0.81,20,200627,32,ME15
01123000,MEAT - PORK 67,WH,P,LB,12,1,1.24,33.5,200627,364,ME15
01123002,MEAT - PORK 69,WH,P,LB,12,10,6.62,36,200627,364,ME15
01126005,MEAT - PORK 75,WH,P,LB,1,7,0.94,40.55,000003,,ME15
01127005,MEATS BOAR  81,WH,P,CA,1,11,1,1,000003,,ME00
01127007,MEATS BOAR  82,WH,P,LB,1,11,0.43,12.7,000002,,ME00
01127008,MEATS BOAR  83,WH,P,CA,720,8,0,30,000003,60,ME00
01127009,MEATS BOAR  84,WH,P,CA,2,8,0.4,10,067590,60,ME00
01127012,MEATS BOAR  86,WH,P,CA,1,10,0,0,200627,30,ME00
01127014,MEAT - PORK 87,WH,P,CA,1,8,0,20,000003,60,ME15
01127020,MEATS BOAR  90,WH,P,CA,360,8,0.31,6.3,000003,60,ME00
01127026,MEATS BOAR  93,WH,P,CA,300,7,0.39,5.5,000003,10,ME00
01127028,MEATS BOAR  94,WH,P,CA,1000,8,1.28,17,000003,,ME00
01127030,MEAT - PORK 95,WH,P,CA,1000,18,0.69,21,000360557,,ME15
01127032,MEAT - PORK 96,WH,P,CA,1000,21,0.71,18.5,200627,180,ME15
01127035,MEAT - PORK 97,WH,P,CA,600,14,0.58,14,000003,,ME15
01127038,MEAT - PORK 98,WH,P,CA,300,14,0.52,4,000003,,ME15
01127040,MEAT - PORK 99,WH,P,LB,2,14,1.18,30,000003,,ME15
01127042,MEAT - PORK 100,WH,P,CA,450,11,1.18,30,000360557,,ME15
01127044,MEAT - PORK 101,WH,P,CA,225,10,0.52,15,200627,120,ME15
01127046,MEAT - PORK 103,WH,P,CA,1,14,1,15,200627,90,ME15
01127050,MEAT - PORK 104,WH,P,CA,40,15,0.27,10,016898,150,ME15
01127052,MEAT - PORK 105,WH,P,LB,4,15,1.71,43,200627,50,ME15
01140003,VEAL 107,WH,P,LB,8,1,1,15,000003,,ME25
01160004,MEATS BOAR  124,WH,P,LB,1,8,0,24,000003,21,ME00
01160005,MEATS BOAR  125,WH,P,LB,1,9,0,17,000003,21,ME00
01160007,MEATS BOAR  126,WH,P,LB,1,10,0,12,067590,21,ME00
01161022,MEATS BOAR  134,WH,P,LB,1,10,0,0,067590,60,ME00
01190000,MEATS BOAR  153,WH,P,LB,1,12,1.14,14,200243,,ME00
01190001,MEATS BOAR  154,WH,P,LB,1,10,1.14,30,015881,,ME00
01770001,MEATS BOAR  155,CD,P,EA,1,16,0.98,0.5,200035,,ME00
01770003,MEATS BOAR  156,CD,P,LB,1,17,0.03,1,000086076,,ME00
01770004,MEATS BOAR  157,CD,P,CA,2,1,0,20,000003,,ME00
01770005,MEATS BOAR  158,CD,P,LB,1,4,1,1,000086662,,ME00
01770006,MEATS BOAR  159,CD,P,LB,1,5,0.01,1,000086662,,ME00
01770009,MEATS BOAR  160,CD,P,LB,1,8,0.02,1,200243,,ME00
01770010,MEATS BOAR  161,CD,P,LB,1,10,0.02,1,200678,,ME00
01770011,MEATS BOAR  162,CD,P,LB,1,5,0.01,1,000086662,,ME00
01770013,MEATS BOAR  163,CD,P,LB,1,9,0.03,1.01,200678,,ME00
01770023,MEATS BOAR  164,CD,P,LB,5,10,1,1,000369163,,ME00
01770065,MEATS BOAR  165,CD,P,LB,1,6,0.03,1,000086076,,ME00
01770068,MEATS BOAR  166,CD,P,LB,1,24,1,1,010178,,ME00
01770070,MEATS BOAR  167,CD,P,LB,1,4,1,1,000086662,,ME00
01770071,MEATS BOAR  168,CD,P,LB,1,10,0.05,1,012016,,ME00
01770077,MEATS BOAR  169,CD,P,LB,1,13,1,1,054694,,ME00
01770111,MEATS BOAR  170,CD,P,LB,1,5,1,1,054694,,ME00
01770143,MEATS BOAR  171,CD,P,LB,1,5,1,1,201011,,ME00
01770146,MEATS BOAR  172,CD,P,LB,1,13,0.01,1,201011,,ME00
01770152,MEATS BOAR  173,CD,P,LB,1,8,1,1,201011,,ME00
01770186,MEATS BOAR  174,CD,P,LB,1,2,0,1,000086662,,ME00
01770199,MEATS BOAR  175,CD,P,LB,45,2,5.8,1,000369163,,ME00
01770219,MEATS BOAR  176,CD,P,LB,1,8,1,1,200304,,ME00
01770223,MEATS BOAR  177,CD,P,LB,1,3,0.04,1,201112,,ME00
01770255,MEATS BOAR  178,CD,P,LB,1,2,0.05,1,208953,,ME00
01770256,MEATS BOAR  179,CD,P,LB,1,2,0.04,1,208953,,ME00
01770260,MEATS BOAR  180,CD,P,LB,1,3,1,1,000086662,,ME00
01770270,MEATS BOAR  181,CD,P,LB,1,3,1.15,1,000086662,364,ME00
01770309,MEATS BOAR  182,WH,P,LB,,12,,,000003,,ME00
01770310,MEATS BOAR  183,CD,P,LB,1,15,1,1,004439,,ME00
01770322,MEATS BOAR  184,CD,P,LB,1,4,0.03,1,000086076,,ME00
01770402,MEATS BOAR  185,CD,P,LB,1,8,1,1,052685,,ME00
01770500,MEATS BOAR  186,CD,P,LB,1,12,5.8,45,000369163,,ME00
01770502,MEATS BOAR  187,CD,P,LB,1,11,1,1,000369163,,ME00
01770504,MEATS BOAR  188,CD,P,LB,1,8,1,1,000369163,,ME00
01770655,MEATS BOAR  189,CD,P,LB,1,5,1,1,012016,,ME00
01770657,MEATS BOAR  190,CD,P,LB,1,11,1,1,043568,,ME00
01770658,MEATS BOAR  191,CD,P,LB,1,7,0.02,1,043568,,ME00
01770803,MEATS BOAR  192,CD,P,LB,1,7,1,1,200243,,ME00
01770808,MEATS BOAR  193,CD,P,LB,1,15,0.02,1,201011,,ME00
01770811,MEATS BOAR  194,CD,P,EA,1,6,1,1,021082,,ME00
01770816,MEATS BOAR  195,CD,P,LB,1,4,1,1,000086076,,ME00
01771000,MEATS BOAR  196,CD,P,EA,1,14,0.03,0.04,021931,,ME00
01771001,MEATS BOAR  197,CD,P,LB,1,19,0.03,1,027768,,ME00
01772010,MEATS BOAR  198,CD,P,LB,1,5,1,1,000086076,20,ME00
01772013,MEATS BOAR  199,CD,P,LB,1,2,0.02,1,208953,,ME00
01772021,MEATS BOAR  200,CD,P,LB,1,7,1,1,010178,,ME00
01772022,MEATS BOAR  201,CD,P,LB,1,6,0.02,1,062065,,ME00
01772024,MEATS BOAR  202,CD,P,CA,300,67,0.4,30,201028,,ME00
01779999,MEATS BOAR  203,CD,P,LB,1,2,1,1,000002,,ME00
01980498,MEATS BOAR  204,CD,,CA,1,3,0.31,10,000302752,360,ME00
01990001,MEATS BOAR  205,CD,,LB,1,1,0,1,200243,,ME00
01990002,MEATS BOAR  206,CD,,LB,54,5,0.01,20,000375118,364,ME00
01990003,MEATS BOAR  207,CD,,LB,1,5,0.01,2,000375118,7,ME00
01990004,MEATS BOAR  208,CD,,LB,8,5,0.01,7.5,000375118,7,ME00
01990005,MEATS BOAR  209,CD,,LB,15,5,0.01,6.5,000375118,,ME00
01990006,MEATS BOAR  210,CD,,LB,1,1,0,1,000375118,,ME00
01990007,MEATS BOAR  211,CD,,LB,4,2,0,35,000375118,,ME00
01990008,MEATS BOAR  212,CD,,LB,1,2,0,1,033563,,ME00
01990009,MEATS BOAR  213,CD,,LB,12,2,0,35,000375118,,ME00
01990010,MEATS BOAR  214,CD,,LB,10,2,0,10,000375118,,ME00
01990011,MEATS BOAR  215,CD,,LB,1,2,0,1,033563,,ME00
01990012,MEATS BOAR  216,CD,,CA,20,5,0.56,7.5,000302746,60,ME00
01990013,MEATS BOAR  217,CD,,LB,1,2,0,1,200243,,ME00
01990014,MEATS BOAR  218,CD,,LB,1,1,0,1,033563,,ME00
01990015,MEATS BOAR  219,CD,,LB,1,1,0,1,000375118,,ME00
01990016,MEATS BOAR  220,CD,,LB,1,1,0,1,000375118,,ME00
01990017,MEATS BOAR  221,CD,,LB,1,3,0,1,000375118,,ME00
01990018,MEATS BOAR  222,CD,,CA,128,3,0,12,010178,,ME00
01990019,MEATS BOAR  223,CD,,LB,1,3,0,1,043568,,ME00
01990020,MEATS BOAR  224,CD,,CA,20,5,0.57,7.5,000302746,60,ME00
01990024,MEATS BOAR  225,CD,,LB,1,1,0,1,043568,,ME00
01990025,MEATS BOAR  226,CD,,LB,1,7,0,1,033563,,ME00
01990026,MEATS BOAR  227,CD,,LB,1,1,0,1,000375118,,ME00
01990027,MEATS BOAR  228,CD,,LB,1,1,0,1,200037,,ME00
01990028,MEATS BOAR  229,CD,,LB,1,1,0,1,200037,,ME00
01990029,MEATS BOAR  230,CD,,LB,1,1,0,1,033563,,ME00
01990030,MEATS BOAR  231,CD,,CA,1,1,0,10,000003,,ME00
01990031,MEATS BOAR  232,CD,,CA,40,1,0,10,043568,,ME00
01990032,MEATS BOAR  233,CD,,LB,1,1,0,1,010178,,ME00
01990033,MEATS BOAR  234,CD,,LB,1,1,0,1,000375118,,ME00
01990034,MEATS BOAR  235,CD,,LB,1,1,0,1,000375118,,ME00
01990035,MEATS BOAR  236,CD,,LB,1,1,0,1,033563,,ME00
01990036,MEATS BOAR  237,CD,,LB,1,1,0,1,043568,,ME00
01990038,MEATS BOAR  238,CD,,LB,1,1,0,20,000375118,,ME00
01990039,MEATS BOAR  239,CD,,CA,1,1,0,10,000003,,ME00
01990040,MEATS BOAR  240,CD,,LB,1,1,0,1,012016,,ME00
01990041,MEATS BOAR  241,CD,,LB,1,1,0,1,043568,,ME00
01990042,MEATS BOAR  242,CD,,CA,20,5,0.56,7.5,000302746,60,ME00
01990043,MEATS BOAR  243,CD,,LB,1,1,0,1,000375118,,ME00
01990044,MEATS BOAR  244,CD,,LB,1,1,0,1,033563,,ME00
01990045,MEATS BOAR  245,CD,,LB,1,1,0,1,000375118,,ME00
01990046,MEATS BOAR  246,CD,,LB,1,5,0,0,000375118,,ME00
01990047,MEATS BOAR  247,CD,,LB,1,5,0,0,033563,,ME00
01990048,MEATS BOAR  248,CD,,CA,20,5,0.56,7.5,000302746,60,ME00
01990049,MEATS BOAR  249,CD,,LB,20,1,0,10,000375118,,ME00
01990050,MEATS BOAR  250,CD,,CA,20,5,0.56,7.5,000302746,60,ME00
01990051,MEATS BOAR  251,CD,,LB,20,1,0,1,000375118,,ME00
01990052,MEATS BOAR  252,CD,,LB,1,1,0,1,000375118,,ME00
01990054,MEATS BOAR  253,CD,,LB,1,1,0,1,043568,,ME00
01990055,MEATS BOAR  254,CD,,LB,1,1,0,1,000375118,,ME00
01990056,MEATS BOAR  255,CD,,LB,1,1,0,1,000375118,,ME00
01990057,MEATS BOAR  256,CD,,CA,20,5,0.56,7.5,000302746,60,ME00
01990058,MEATS BOAR  257,CD,,LB,1,1,0,1,033563,,ME00
01990059,MEATS BOAR  258,CD,,LB,1,2,0,1,043568,,ME00
01990060,MEATS BOAR  259,CD,,LB,1,2,0,0,010178,,ME00
01990061,MEATS BOAR  260,DD,,LB,1,2,0,0,043568,,ME00
01990062,MEATS BOAR  261,DD,,LB,1,2,0,0,010178,,ME00
01990065,MEATS BOAR  262,CD,,LB,1,2,0,0,000375118,,ME00
01990066,MEATS BOAR  263,CD,,LB,1,2,0,0,043568,,ME00
01990067,MEATS BOAR  264,CD,,LB,1,1,0,1,000375118,,ME00
01990068,MEATS BOAR  265,CD,,LB,1,1,0,1,010178,,ME00
01990069,MEATS BOAR  266,CD,,LB,1,1,0,1,010178,,ME00
01990070,MEATS BOAR  267,CD,,LB,1,2,0,0,000375118,,ME00
01990072,MEATS BOAR  268,CD,,LB,1,1,0,1,000375118,,ME00
01990073,MEATS BOAR  269,CD,,LB,1,2,0,1,000375118,,ME00
01990075,MEATS BOAR  270,CD,,LB,1,1,0,1,010178,,ME00
01990077,MEATS BOAR  271,CD,P,CA,1,1,0,10,000375118,,ME00
01990077, 272,CD,,,1,,0,10,000375118,,
01990078,MEATS BOAR  273,CD,,LB,1,2,0,1,033563,,ME00
01990079,MEATS BOAR  274,CD,,LB,1,1,0,1,033563,,ME00
01990081,MEATS BOAR  275,CD,,LB,1,2,0,0,000375118,,ME00
01990082,MEATS BOAR  276,DD,,LB,1,1,0,70,000375118,,ME00
01990083,MEATS BOAR  277,CD,,LB,1,1,0,1,000375118,,ME00
01990084,MEATS BOAR  278,DD,,LB,1,2,0,0,000375118,,ME00
01990085,MEATS BOAR  279,DD,,LB,12,2,0,9,000375118,,ME00
01990086,MEATS BOAR  280,DD,,LB,1,2,0,0,010178,,ME00
01990087,MEATS BOAR  281,DD,,LB,1,2,0,0,010178,,ME00
01990088,MEATS BOAR  282,CD,,LB,1,1,0,1,043568,,ME00
01990089,MEATS BOAR  283,CD,,LB,1,2,0,0,000375118,,ME00
01990090,MEATS BOAR  284,DD,,LB,20,1,1.3,0,000375118,,ME00
01990091,MEATS BOAR  285,DD,,LB,16,3,0.55,16,000375118,,ME00
01990092,MEATS BOAR  286,CD,,LB,1,2,0,0,000375118,,ME00
01990094,MEATS BOAR  287,CD,,LB,1,2,0,1,043568,,ME00
01990095,MEATS BOAR  288,CD,,LB,13,1,0,12,000375118,,ME00
01990096,MEATS BOAR  289,DD,,LB,1,2,0,0,043568,12,ME00
01990097,MEATS BOAR  290,DD,,LB,1,2,0,0,200043,,ME00
01990099,MEATS BOAR  291,CD,,LB,1,1,0,1,000375118,,ME00
01990100,MEATS BOAR  292,CD,,LB,1,1,0,1,000375118,,ME00
01990101,MEATS BOAR  293,CD,,LB,1,1,0,1,000375118,,ME00
01990103,MEATS BOAR  294,CD,,LB,1,1,0,1,000375118,,ME00
01990104,MEATS BOAR  295,CD,,CA,5,14,0.01,60,000375118,,ME00
01990105,MEATS BOAR  296,CD,,LB,16,1,0,10,000375118,,ME00
01990106,MEATS BOAR  297,CD,,LB,1,1,0,1,043568,,ME00
01990107,MEATS BOAR  298,CD,,LB,1,1,0,1,010178,,ME00
01990108,MEATS BOAR  299,CD,,LB,1,1,0,10,000375118,14,ME00
01990109,MEATS BOAR  300,CD,,LB,12,1,0,9,000375118,,ME00
01990110,MEATS BOAR  301,CD,,LB,10,1,0,10,000375118,,ME00
01990112,MEATS BOAR  302,CD,,LB,1,1,0,0,000375118,,ME00
01990113,MEATS BOAR  303,CD,,LB,1,1,0,1,000375118,,ME00
01990114,MEATS BOAR  304,CD,,CA,30,1,0,6.5,012016,,ME00
01990115,MEATS BOAR  305,CD,,LB,1,1,0,1,000003,,ME00
01990116,MEATS BOAR  306,CD,,LB,1,1,0,1,200037,,ME00
01990117,MEATS BOAR  307,CD,,LB,1,1,0,1,200243,,ME00
01990118,MEATS BOAR  308,CD,,LB,1,1,0,1,033563,,ME00
01990119,MEATS BOAR  309,CD,,LB,1,1,0,22,043568,,ME00
01990120,MEATS BOAR  310,CD,,LB,1,2,0,0,010178,,ME00
01990121,MEATS BOAR  311,CD,,LB,30,2,0.01,10,000375118,,ME00
01990122,MEATS BOAR  312,CD,,LB,1,1,0,1,000375118,,ME00
01990123,MEATS BOAR  313,CD,,LB,16,2,0,10,000375118,,ME00
01990124,MEATS BOAR  314,CD,,LB,1,1,0,1,043568,,ME00
01990125,MEATS BOAR  315,CD,,LB,1,1,0,0,000375118,,ME00
01990126,MEATS BOAR  316,CD,,LB,1,1,1,1,043568,,ME00
01990127,MEATS BOAR  317,CD,,LB,20,2,0.01,8.75,000375118,,ME00
01990128,MEATS BOAR  318,CD,,LB,1,1,0,10,010178,,ME00
01990129,MEATS BOAR  319,CD,,CA,10,2,0,10,043568,,ME00
01990131,MEATS BOAR  320,CD,,CA,1,1,0,24,200243,,ME00
01990132,MEATS BOAR  321,CD,,LB,1,1,0,1,043568,,ME00
01990133,MEATS BOAR  322,CD,,LB,1,1,0,1,000375118,,ME00
01990136,MEATS BOAR  323,CD,,LB,1,1,0,10,000375118,,ME00
01990137,MEATS BOAR  324,CD,,LB,1,1,0,60,043568,,ME00
01990138,MEATS BOAR  325,CD,,LB,1,1,0,1,200243,,ME00
01990141,MEATS BOAR  326,CD,,LB,1,1,0,1,043568,,ME00
01990142,MEATS BOAR  327,DD,,LB,1,1,0,1,000375118,,ME00
01990143,MEATS BOAR  328,CD,,LB,1,1,0,0,000375118,,ME00
01990144,MEATS BOAR  329,CD,,LB,16,2,0,10,000375118,,ME00
01990145,MEATS BOAR  330,CD,,LB,1,2,0,1,000375118,,ME00
01990146,MEATS BOAR  331,CD,,LB,1,1,0,1,010178,,ME00
01990147,MEATS BOAR  332,CD,,LB,1,1,0,1,000375118,,ME00
01990148,MEATS BOAR  333,CD,,LB,14,2,0,10,000375118,10,ME00
01990149,MEATS BOAR  334,CD,,LB,1,1,0,1,010178,,ME00
01990150,MEATS BOAR  335,CD,,LB,1,3,0,1,033563,,ME00
01990151,MEATS BOAR  336,CD,,LB,1,3,0,1,033563,,ME00
01990152,MEATS BOAR  337,CD,,LB,1,3,0,1,033563,,ME00
01990153,MEATS BOAR  338,CD,,LB,1,3,0,1,033563,,ME00
01990154,MEATS BOAR  339,CD,,LB,1,1,0,1,033563,,ME00
01990155,MEATS BOAR  340,CD,,LB,1,2,0,10,010178,,ME00
01990156,MEATS BOAR  341,CD,,CA,1,2,0,15,043568,,ME00
01990157,MEATS BOAR  342,CD,,LB,1,2,0,0,000375118,,ME00
01990159,MEATS BOAR  343,CD,,LB,1,2,0,0,043568,,ME00
01990160,MEATS BOAR  344,CD,,LB,1,1,0,1,033563,,ME00
01990161,MEATS BOAR  345,CD,,LB,1,1,0,1,033563,,ME00
01990162,MEATS BOAR  346,CD,,LB,1,1,0,1,033563,,ME00
01990164,MEATS BOAR  347,CD,,LB,1,1,0,1,033563,,ME00
01990165,MEATS BOAR  348,CD,,LB,1,1,0,1,033563,,ME00
01990166,MEATS BOAR  349,CD,,LB,1,1,0,1,033563,,ME00
01990167,MEATS BOAR  350,CD,,CA,10,3,0.01,10,000375118,,ME00
01990168,MEATS BOAR  351,CD,,LB,1,2,0,0,200243,,ME00
01990169,MEATS BOAR  352,CD,,LB,1,2,0,0,200037,,ME00
01990170,MEATS BOAR  353,CD,,LB,1,3,0,50,043568,,ME00
01990171,MEATS BOAR  354,CD,,LB,1,5,0.01,1,000375118,,ME00
01990172,MEATS BOAR  355,CD,,LB,1,5,0.01,1,000375118,,ME00
01990173,MEATS BOAR  356,CD,,CA,2,5,0.01,20,200596,,ME00
01990174,MEATS BOAR  357,CD,,LB,1,2,0,0,000375118,,ME00
01990175,MEATS BOAR  358,CD,,CA,12,2,0,6,043568,,ME00
01990176,MEATS BOAR  359,CD,,LB,1,2,0,0,000375118,,ME00
01990177,MEATS BOAR  360,CD,,LB,1,2,0,0,200037,,ME00
01990178,MEATS BOAR  361,CD,,LB,1,2,0,0,000375118,,ME00
01990179,MEATS BOAR  362,CD,,CA,10,3,0.01,10,000375118,,ME00
01990180,MEATS BOAR  363,CD,,LB,1,2,0,12,000375118,,ME00
01990181,MEATS BOAR  364,CD,,LB,1,2,0,0,200243,,ME00
01990182,MEATS BOAR  365,CD,,LB,1,2,0,0,000375118,,ME00
01990183,MEATS BOAR  366,CD,,LB,1,2,0,0,000375118,,ME00
01990184,MEATS BOAR  367,CD,,LB,1,2,0,0,000375118,,ME00
01990185,MEATS BOAR  368,CD,,LB,1,2,0,0,000375118,,ME00
01990186,MEATS BOAR  369,CD,,LB,1,1,0,1,000375118,,ME00
01990187,MEATS BOAR  370,CD,,LB,1,1,0,1,000375118,,ME00
01990188,MEATS BOAR  371,CD,,LB,1,1,0,1,000375118,,ME00
01990189,MEATS BOAR  372,CD,,LB,1,1,0,1,043568,,ME00
01990190,MEATS BOAR  373,CD,,LB,12,1,0,8.25,000375118,,ME00
01990191,MEATS BOAR  374,CD,,LB,1,2,0,0,033563,,ME00
01990192,MEATS BOAR  375,CD,,CA,1,2,0,10,010178,,ME00
01990193,MEATS BOAR  376,CD,,LB,1,2,0,67,010178,,ME00
01990194,MEATS BOAR  377,CD,,LB,1,2,0,0,043568,,ME00
01990195,MEATS BOAR  378,CD,,LB,1,2,0,0,000375118,,ME00
01990196,MEATS BOAR  379,CD,,LB,1,2,0,0,000375118,,ME00
01990197,MEATS BOAR  380,CD,,LB,1,2,0,0,000375118,,ME00
01990198,MEATS BOAR  381,CD,,LB,1,2,0,45,043568,,ME00
01990199,MEATS BOAR  382,CD,,LB,1,2,0,80,043568,,ME00
01990200,MEATS BOAR  383,CD,,LB,1,2,0.01,20,000375118,2,ME00
01990202,MEATS BOAR  384,CD,,LB,10,2,0.48,10,000375118,,ME00
01990203,MEATS BOAR  385,CD,,LB,1,2,0,67,000375118,,ME00
01990204,MEATS BOAR  386,CD,,LB,1,1,0,1,000375118,,ME00
01990205,MEATS BOAR  387,CD,,LB,1,2,0,0,200037,,ME00
01990206,MEATS BOAR  388,CD,,LB,1,2,0,0,000375118,,ME00
01990207,MEATS BOAR  389,CD,,LB,1,2,0,0,000375118,,ME00
01990208,MEATS BOAR  390,CD,,LB,1,2,0,0,200243,,ME00
01990209,MEATS BOAR  391,CD,,LB,1,2,0,0,000375118,,ME00
01990210,MEATS BOAR  392,CD,,LB,18,1,0.01,18,000375118,,ME00
01990211,MEATS BOAR  393,CD,,LB,1,2,0,0,000375118,,ME00
01990212,MEATS BOAR  394,CD,,LB,1,2,0,0,043568,,ME00
01990213,MEATS BOAR  395,CD,,LB,1,2,0,0,000375118,,ME00
01990214,MEATS BOAR  396,CD,,LB,10,2,0,15,043568,,ME00
01990215,MEATS BOAR  397,CD,,LB,1,2,0,0,000375118,,ME00
01990216,MEATS BOAR  398,CD,,LB,1,2,0,0,000375118,,ME00
01990217,MEATS BOAR  399,CD,,LB,1,2,0,0,200243,,ME00
01990218,MEATS BOAR  400,CD,,LB,1,2,0,0,000375118,,ME00
01990219,MEATS BOAR  401,CD,,LB,1,2,0,0,000375118,,ME00
01990220,MEATS BOAR  402,CD,,CA,80,2,0,15,000375118,,ME00
01990221,MEATS BOAR  403,CD,,LB,1,5,0.01,1,000375118,,ME00
01990222,MEATS BOAR  404,CD,,LB,1,1,0.01,11,000375118,,ME00
01990225,MEATS BOAR  405,CD,,LB,1,2,0,0,043568,,ME00
01990226,MEATS BOAR  406,CD,,LB,1,2,0,0,200243,,ME00
01990227,MEATS BOAR  407,CD,,LB,1,2,0,15,000375118,,ME00
01990228,MEATS BOAR  408,CD,,LB,1,3,0.01,1,200037,2,ME00
01990229,MEATS BOAR  409,CD,,LB,1,3,0.01,1,200037,,ME00
01990230,MEATS BOAR  410,CD,,LB,1,2,0,0,043568,,ME00
01990232,MEATS BOAR  411,CD,,LB,1,2,0,0,200243,,ME00
01990235,MEATS BOAR  412,CD,,LB,1,2,0,0,033563,,ME00
01990236,MEATS BOAR  413,CD,,LB,1,2,0,0,000375118,,ME00
01990237,MEATS BOAR  414,CD,,LB,4,2,0,0,000375118,,ME00
01990240,MEATS BOAR  415,CD,,LB,1,2,0,0,000375118,,ME00
01990241,MEATS BOAR  416,CD,,LB,1,2,0,0,200037,,ME00
01990242,MEATS BOAR  417,CD,,LB,1,2,0,0,200037,,ME00
01990243,MEATS BOAR  418,CD,,LB,1,2,0,0,200037,,ME00
01990244,MEATS BOAR  419,CD,,LB,1,2,0,0,200037,,ME00
01990248,MEATS BOAR  420,CD,,LB,1,2,0,0,200037,,ME00
01990249,MEATS BOAR  421,CD,,LB,1,3,0.01,1,200037,,ME00
01990250,MEATS BOAR  422,CD,,CA,1,2,0,0,200243,,ME00
01990251,MEATS BOAR  423,CD,,LB,1,2,0,0,000375118,,ME00
01990255,MEATS BOAR  424,CD,,CA,128,2,0,20,000375118,,ME00
01990256,MEATS BOAR  425,CD,,LB,1,2,0,0,000375118,,ME00
01990257,MEATS BOAR  426,CD,,LB,1,2,0.39,0,000375118,,ME00
01990258,MEATS BOAR  427,CD,,LB,1,2,0.39,0,000375118,,ME00
01990259,MEATS BOAR  428,CD,,LB,1,2,0.39,0,000375118,,ME00
01990260,MEATS BOAR  429,CD,,LB,1,2,0,0,043568,,ME00
01990265,MEATS BOAR  430,CD,,LB,1,2,0,0,043568,,ME00
01990268,MEATS BOAR  431,CD,,CA,48,5,0.01,12,007032,,ME00
01990269,MEATS BOAR  432,CD,,CA,72,2,0.83,18,007032,,ME00
01990270,MEATS BOAR  433,CD,,LB,1,2,0,0,043568,,ME00
01990273,MEATS BOAR  434,CD,,LB,1,2,0,0,000375118,,ME00
01990275,MEATS BOAR  435,CD,,LB,1,2,0,0,000375118,,ME00
01990276,MEATS BOAR  436,CD,,LB,6,2,0,0,000375118,,ME00
01990277,MEATS BOAR  437,CD,,LB,1,2,0,0,000375118,,ME00
01990278,MEATS BOAR  438,CD,,LB,1,2,0,0,000375118,,ME00
01990279,MEATS BOAR  439,CD,,LB,1,2,0,0,000375118,,ME00
01990280,MEATS BOAR  440,CD,,LB,5,2,0,75,000375118,,ME00
01990281,MEATS BOAR  441,CD,,LB,1,2,0,0,000375118,,ME00
01990282,MEATS BOAR  442,CD,,LB,1,2,0,0,000375118,,ME00
01990283,MEATS BOAR  443,CD,,LB,1,2,0,10,000375118,,ME00
01990284,MEATS BOAR  444,CD,,LB,1,2,0,0,000375118,,ME00
01990285,MEATS BOAR  445,CD,,LB,1,2,0,0,000375118,,ME00
01990286,MEATS BOAR  446,CD,,LB,1,2,0,0,000375118,,ME00
01990287,MEATS BOAR  447,CD,,LB,1,2,0,0,000375118,,ME00
01990288,MEATS BOAR  448,CD,,LB,1,2,0,1,000375118,,ME00
01990289,MEATS BOAR  449,CD,,CR,1,2,0,0,043568,,ME00
01990290,MEATS BOAR  450,CD,,LB,1,2,0,10,000375118,7,ME00
01990292,MEATS BOAR  451,CD,,LB,1,2,0,0,200037,,ME00
01990293,MEATS BOAR  452,CD,,LB,1,2,0,0,043568,,ME00
01990294,MEATS BOAR  453,CD,,LB,20,2,0,10,000375118,,ME00
01990295,MEATS BOAR  454,CD,,LB,1,2,0,0,000375118,,ME00
01990296,MEATS BOAR  455,CD,,CA,1,5,0,0,000375118,,ME00
01990297,MEATS BOAR  456,CD,,LB,1,2,0,0,200037,,ME00
01990298,MEATS BOAR  457,CD,,CA,40,2,0,10,000375118,,ME00
01990299,MEATS BOAR  458,CD,,LB,1,2,0,0,000375118,,ME00
01990300,MEATS BOAR  459,CD,,LB,1,2,0,0,033563,,ME00
01990302,MEATS BOAR  460,CD,,LB,1,3,0,0,033563,,ME00
01990303,MEATS BOAR  461,DD,,LB,1,3,0,0,033563,,ME00
01990304,MEATS BOAR  462,CD,,LB,1,2,0,0,033563,,ME00
01990305,MEATS BOAR  463,CD,,LB,1,2,0,10,000302746,,ME00
01990306,MEATS BOAR  464,CD,,LB,1,2,0.01,1,200037,,ME00
