SkuNbr,SkuDesc,Flow,Whs,Uom,UnitsPerCase,LeadTime,UomCube,UomWeight,PrimVendorNbr,ShelfLifeDays,Commodity
80997506,ALCOHOLIC ITEMS 34349,CD,,EA,12,5,0,19,017911,,BV05
80997507,ALCOHOLIC ITEMS 34350,CD,,EA,12,5,0,19,017911,,BV05
80997509,BEVERAGE  34351,CD,,EA,12,5,0,19,017911,,BV00
80997510,BEVERAGE  34352,CD,,EA,12,5,0,19,017911,,BV00
80997512,ALCOHOLIC ITEMS 34353,CD,,EA,12,5,0,19,017911,,BV05
80997514,BEVERAGE - SYRUPS 34354,CD,,EA,1,2,0,1.58,007104,,BV30
80997516,BEVERAGE  34355,CD,,EA,12,2,0,19,200496,,BV00
80997517,BEVERAGE  34356,CD,,EA,12,2,0,19,200496,,BV00
80997518,BEVERAGE  34357,CD,,EA,12,2,0,19,200496,,BV00
80997519,BEVERAGE  34358,CD,,CA,24,2,0,18,200509,,BV00
80997520,ALCOHOLIC ITEMS 34359,CD,,EA,12,5,0.05,1.58,017911,,BV05
80997521,BEVERAGE  34360,CD,,EA,12,2,0,19,000350513,,BV00
80997522,ALCOHOLIC ITEMS 34361,CD,,EA,12,5,0,19,017911,,BV05
80997523,BEVERAGE  34362,CD,,EA,12,2,0,19,507244,,BV00
80997524,BEVERAGE - SYRUPS 34363,CD,,EA,1,2,0,1.58,007104,,BV30
80997525,BEVERAGE  34364,CD,,EA,12,2,0,19,507244,,BV00
80997526,ALCOHOLIC ITEMS 34365,CD,,EA,12,5,0,19,017911,,BV05
80997527,BEVERAGE  34366,CD,,EA,12,2,0,19,507244,,BV00
80997528,ALCOHOLIC ITEMS 34367,CD,,EA,12,5,0,19,017911,,BV05
80997529,BEVERAGE  34368,CD,,EA,12,2,0,19,507244,,BV00
80997530,ALCOHOLIC ITEMS 34369,CD,,EA,12,5,0,19,017911,,BV05
80997531,BEVERAGE  34370,CD,,CA,24,2,0,18,364514,,BV00
80997532,ALCOHOLIC ITEMS 34371,CD,,EA,12,5,0,19,017911,,BV05
80997533,ALCOHOLIC ITEMS 34372,CD,,EA,12,1,0,19,017911,,BV05
80997534,ALCOHOLIC ITEMS 34373,CD,,EA,1,2,0,1.58,616377,,BV05
80997535,ALCOHOLIC ITEMS 34374,CD,,CA,24,2,0,18,364514,,BV05
80997536,ALCOHOLIC ITEMS 34375,CD,,EA,12,5,0,19,017911,,BV05
80997538,ALCOHOLIC ITEMS 34376,CD,,EA,12,5,0,19,017911,,BV05
80997540,ALCOHOLIC ITEMS 34377,CD,,EA,12,5,0,19,017911,,BV05
80997542,ALCOHOLIC ITEMS 34378,CD,,EA,12,5,0,19,017911,,BV05
80997543,ALCOHOLIC ITEMS 34379,CD,,EA,12,5,0,19,507244,,BV05
80997544,BEVERAGE - SYRUPS 34380,CD,,EA,1,2,0,1.58,007104,,BV30
80997545,ALCOHOLIC ITEMS 34381,CD,,EA,12,5,0,19,507244,,BV05
80997547,ALCOHOLIC ITEMS 34382,CD,,EA,12,5,0,19,017911,,BV05
80997549,ALCOHOLIC ITEMS 34383,CD,,EA,12,5,0,19,017911,,BV05
80997551,ALCOHOLIC ITEMS 34384,CD,,EA,12,5,0,19,017911,,BV05
80997553,ALCOHOLIC ITEMS 34385,CD,,EA,12,5,0,19,017911,,BV05
80997554,BEVERAGE - SYRUPS 34386,CD,,EA,1,2,0,1.58,200419,,BV30
80997555,ALCOHOLIC ITEMS 34387,CD,,EA,12,5,0,19,017911,,BV05
80997557,ALCOHOLIC ITEMS 34388,CD,,EA,12,5,0,19,017911,,BV05
80997559,ALCOHOLIC ITEMS 34389,CD,,EA,12,5,0,19,017911,,BV05
80997560,ALCOHOLIC ITEMS 34390,CD,,EA,12,5,0,19,017911,,BV05
80997561,BEVERAGE  34391,CD,,EA,12,2,0,19,507244,,BV00
80997562,ALCOHOLIC ITEMS 34392,CD,,EA,12,5,0,19,507244,,BV05
80997563,ALCOHOLIC ITEMS 34393,CD,,EA,12,2,0,1.58,000277875,,BV05
80997564,BEVERAGE - SYRUPS 34394,CD,,EA,1,2,0,1.58,007104,,BV30
80997566,ALCOHOLIC ITEMS 34395,CD,,EA,12,5,0,19,507244,,BV05
80997567,BEVERAGE  34396,CD,,EA,12,2,0,19,507244,,BV00
80997568,BEVERAGE  34397,CD,,EA,12,5,0,19,017911,,BV00
80997570,ALCOHOLIC ITEMS 34398,CD,,EA,12,5,0,19,507244,,BV05
80997571,BEVERAGE  34399,CD,,EA,12,2,0,19,507244,,BV00
80997572,ALCOHOLIC ITEMS 34400,CD,,EA,12,5,0,19,017911,,BV05
80997574,BEVERAGE - SYRUPS 34401,DD,,EA,12,2,0,1.58,200419,,BV30
80997575,BEVERAGE  34402,CD,,EA,12,2,0,19,507244,,BV00
80997576,BEVERAGE  34403,CD,,EA,12,2,0,19,507244,,BV00
80997577,BEVERAGE  34404,CD,,EA,6,2,0,18,017911,,BV00
80997578,ALCOHOLIC ITEMS 34405,CD,,EA,12,2,0.06,2.11,017911,,BV05
80997579,BEVERAGE  34406,CD,,CA,24,2,0,18,364514,,BV00
80997580,BEVERAGE  34407,CD,,EA,12,2,0,19,507244,,BV00
80997581,BEVERAGE  34408,CD,,EA,12,2,0,19,507244,,BV00
80997584,BEVERAGE - SYRUPS 34409,CD,,EA,1,2,0,1.58,007104,,BV30
80997594,BEVERAGE - SYRUPS 34410,DD,,EA,12,2,0,0,017911,,BV30
80997599,ALCOHOLIC ITEMS 34411,CD,,EA,12,5,0,19,017911,,BV05
80997603,BEVERAGE  34412,CD,,EA,12,2,0,19,507244,,BV00
80997604,BEVERAGE  34413,CD,,EA,12,2,0,1.58,032917,,BV00
80997605,BEVERAGE  34414,CD,,EA,12,2,0,19,017911,,BV00
80997606,BEVERAGE  34415,CD,,EA,12,2,0,19,017911,,BV00
80997607,BEVERAGE  34416,CD,,EA,12,2,0,19,017911,,BV00
80997608,BEVERAGE  34417,CD,,EA,12,2,0,19,017911,,BV00
80997609,BEVERAGE  34418,CD,,EA,12,2,0,19,017911,,BV00
80997610,BEVERAGE  34419,CD,,EA,12,2,0,19,017911,,BV00
80997611,BEVERAGE  34420,CD,,EA,12,2,0,19,017911,,BV00
80997612,BEVERAGE  34421,CD,,EA,19,2,0,19,017911,,BV00
80997613,BEVERAGE  34422,CD,,EA,12,2,0,19,017911,,BV00
80997614,BEVERAGE - SYRUPS 34423,CD,,EA,1,2,0,1.58,007104,,BV30
80997615,BEVERAGE  34424,CD,,EA,20,2,0,18,000348872,,BV00
80997616,BEVERAGE  34425,CD,,EA,12,2,0,19,000269594,,BV00
80997617,BEVERAGE  34426,CD,,EA,12,2,0,19,000269594,,BV00
80997618,BEVERAGE  34427,CD,,EA,12,2,0,19,000269594,,BV00
80997619,BEVERAGE  34428,CD,,EA,12,2,0,18,000348872,,BV00
80997620,BEVERAGE  34429,CD,,EA,12,2,0,19,014065,,BV00
80997621,BEVERAGE  34430,CD,,EA,12,2,0,19,014065,,BV00
80997622,BEVERAGE  34431,CD,,EA,12,2,0,19,014065,,BV00
80997623,BEVERAGE  34432,CD,,EA,12,2,0,19,014065,,BV00
80997624,BEVERAGE - SYRUPS 34433,DD,,EA,12,2,0,0,017911,,BV30
80997625,ALCOHOLIC ITEMS 34434,CD,,EA,12,2,0,19,014065,,BV05
80997626,BEVERAGE  34435,CD,,EA,12,2,0,19,017911,,BV00
80997627,BEVERAGE  34436,CD,,EA,12,2,0,19,017911,,BV00
80997628,BEVERAGE  34437,CD,,EA,12,2,0,19,017911,,BV00
80997629,BEVERAGE  34438,CD,,EA,12,2,0,25.3,017911,,BV00
80997630,BEVERAGE  34439,CD,,EA,12,2,0,1.58,017911,,BV00
80997631,BEVERAGE  34440,CD,,EA,12,2,0,19,017911,,BV00
80997632,BEVERAGE  34441,CD,,EA,12,2,0,19,017911,,BV00
80997633,BEVERAGE  34442,CD,,EA,12,2,0,19,017911,,BV00
80997634,BEVERAGE - SYRUPS 34443,CD,,EA,1,2,0,1.58,007104,,BV30
80997635,BEVERAGE  34444,CD,,EA,12,2,0,19,017911,,BV00
80997636,ALCOHOLIC ITEMS 34445,CD,,EA,12,2,0,19,017911,,BV05
80997637,ALCOHOLIC ITEMS 34446,CD,,EA,12,2,0.05,1.58,017911,,BV05
80997638,BEVERAGE  34447,CD,,EA,12,2,0,19,017911,,BV00
80997639,BEVERAGE  34448,CD,,EA,12,2,0,19,017911,,BV00
80997640,BEVERAGE  34449,CD,,EA,12,2,0,19,017911,,BV00
80997641,BEVERAGE  34450,CD,,EA,12,2,0,19,017911,,BV00
80997642,ALCOHOLIC ITEMS 34451,CD,,EA,12,2,0,19,017911,,BV05
80997643,ALCOHOLIC ITEMS 34452,CD,,EA,12,2,0.05,1.58,017911,,BV05
80997644,BEVERAGE  34453,CD,,EA,12,2,0,0,507244,,BV00
80997645,ALCOHOLIC ITEMS 34454,CD,,EA,12,2,0.05,1.58,017911,,BV05
80997646,ALCOHOLIC ITEMS 34455,CD,,EA,12,2,0,19,017911,,BV05
80997647,ALCOHOLIC ITEMS 34456,CD,,EA,12,2,0,19,000277875,,BV05
80997648,ALCOHOLIC ITEMS 34457,CD,,EA,12,2,0,1.58,000277875,,BV05
80997649,BEVERAGE  34458,CD,,EA,12,2,0,19,017911,,BV00
80997650,BEVERAGE  34459,CD,,EA,1,5,0,0,200496,,BV00
80997651,BEVERAGE  34460,CD,,EA,12,2,0,19,507244,,BV00
80997652,ALCOHOLIC ITEMS 34461,CD,,EA,12,5,0,19,200496,,BV05
80997653,BEVERAGE  34462,CD,,EA,12,2,0,19,507244,,BV00
80997654,BEVERAGE - SYRUPS 34463,DD,,EA,12,2,0,0,069546,,BV30
80997655,BEVERAGE  34464,CD,,EA,12,2,0,19,507244,,BV00
80997656,ALCOHOLIC ITEMS 34465,CD,,EA,12,5,0,19,200496,,BV05
80997658,ALCOHOLIC ITEMS 34466,CD,,EA,12,5,0,19,200496,,BV05
80997660,ALCOHOLIC ITEMS 34467,CD,,EA,12,5,0,19,200496,,BV05
80997661,ALCOHOLIC ITEMS 34468,CD,,EA,12,2,0.05,1.58,000277875,,BV05
80997662,ALCOHOLIC ITEMS 34469,CD,,EA,12,5,0,19,200496,,BV05
80997663,BEVERAGE  34470,CD,,EA,12,2,0,19,000277875,,BV00
80997664,BEVERAGE - SYRUPS 34471,DD,,EA,12,2,0,0,200416,,BV30
80997665,ALCOHOLIC ITEMS 34472,CD,,EA,12,2,0,1.58,000277875,,BV05
80997666,ALCOHOLIC ITEMS 34473,CD,,EA,12,5,0,19,200496,,BV05
80997667,BEVERAGE  34474,CD,,EA,12,2,0,19,000277875,,BV00
80997668,ALCOHOLIC ITEMS 34475,CD,,EA,12,5,0,19,200496,,BV05
80997669,BEVERAGE  34476,CD,,EA,12,2,0,19,000277875,,BV00
80997670,ALCOHOLIC ITEMS 34477,CD,,EA,12,5,0,19,200496,,BV05
80997671,BEVERAGE  34478,CD,,EA,12,2,0,19,000277875,,BV00
80997672,ALCOHOLIC ITEMS 34479,CD,,EA,1,1,0,12,200496,,BV05
80997673,BEVERAGE  34480,CD,,EA,12,2,0,19,000277875,,BV00
80997674,BEVERAGE - SYRUPS 34481,CD,,EA,1,2,0,1.58,007104,,BV30
80997675,ALCOHOLIC ITEMS 34482,CD,,EA,12,2,0,19,000277875,,BV05
80997676,ALCOHOLIC ITEMS 34483,CD,,EA,12,2,1,19,000277875,,BV05
80997677,ALCOHOLIC ITEMS 34484,CD,,EA,12,2,0,19,000277875,,BV05
80997678,BEVERAGE  34485,CD,,EA,12,2,0,19,000277875,,BV00
80997679,BEVERAGE  34486,CD,,EA,12,2,0,19,000277875,,BV00
80997680,ALCOHOLIC ITEMS 34487,CD,,EA,12,2,0,19,000277875,,BV05
80997681,BEVERAGE  34488,CD,,EA,12,2,0,19,000277875,,BV00
80997682,BEVERAGE  34489,CD,,EA,12,2,0,19,000277875,,BV00
80997683,BEVERAGE  34490,CD,,EA,12,2,0,19,000186037,,BV00
80997684,BEVERAGE - SYRUPS 34491,CD,,EA,1,2,0,1.58,007104,,BV30
80997685,BEVERAGE  34492,CD,,EA,12,2,0,19,507244,,BV00
80997686,BEVERAGE  34493,CD,,EA,12,2,0,19,507244,,BV00
80997687,BEVERAGE  34494,CD,,EA,12,2,0,19,507244,,BV00
80997688,BEVERAGE  34495,CD,,EA,12,2,0,19,507244,,BV00
80997689,ALCOHOLIC ITEMS 34496,CD,,EA,12,2,0,19,507244,,BV05
80997690,BEVERAGE  34497,CD,,EA,12,2,0,19,507244,,BV00
80997691,BEVERAGE  34498,CD,,EA,12,2,0,19,507244,,BV00
80997692,BEVERAGE  34499,CD,,EA,12,2,0,19,507244,,BV00
80997693,BEVERAGE  34500,CD,,EA,12,2,0,19,507244,,BV00
80997694,BEVERAGE - SYRUPS 34501,DD,,EA,12,2,0,0,200416,,BV30
80997695,BEVERAGE  34502,CD,,EA,12,2,0,19,507244,,BV00
80997696,BEVERAGE  34503,CD,,EA,12,2,0,19,507244,,BV00
80997697,BEVERAGE  34504,CD,,EA,12,2,0.05,1.58,507244,,BV00
80997698,BEVERAGE  34505,CD,,EA,12,2,0,19,507244,,BV00
80997699,BEVERAGE  34506,CD,,EA,12,1,0,19,017911,,BV00
80997701,BEVERAGE  34507,CD,,EA,12,2,0.05,1.58,507244,,BV00
80997702,ALCOHOLIC ITEMS 34508,CD,,EA,12,2,0,1.58,507244,,BV05
80997703,ALCOHOLIC ITEMS 34509,CD,,EA,12,2,0,1.58,507244,,BV05
80997704,BEVERAGE - SYRUPS 34510,CD,,EA,1,2,0,1.58,007104,,BV30
80997705,ALCOHOLIC ITEMS 34511,CD,,EA,12,2,0,1.58,507244,,BV05
80997706,BEVERAGE  34512,CD,,EA,12,2,0,19,507244,,BV00
80997707,ALCOHOLIC ITEMS 34513,CD,,EA,12,2,0,19,507244,,BV05
80997708,ALCOHOLIC ITEMS 34514,CD,,EA,12,2,0,19,507244,,BV05
80997709,BEVERAGE  34515,CD,,EA,12,2,0,19,507244,,BV00
80997710,ALCOHOLIC ITEMS 34516,CD,,EA,12,5,0,19,507244,,BV05
80997711,BEVERAGE  34517,CD,,EA,12,2,0,19,507244,,BV00
80997712,ALCOHOLIC ITEMS 34518,CD,,EA,12,1,0,19,507244,,BV05
80997713,ALCOHOLIC ITEMS 34519,CD,,EA,12,5,0,19,000085440,,BV05
80997714,BEVERAGE - SYRUPS 34520,DD,,EA,12,5,0,0,055386,,BV30
80997715,ALCOHOLIC ITEMS 34521,CD,,EA,12,1,0,19,017911,,BV05
80997716,ALCOHOLIC ITEMS 34522,CD,,EA,12,1,0,19,017911,,BV05
80997717,ALCOHOLIC ITEMS 34523,CD,,EA,1,5,0,0,200674,,BV05
80997718,ALCOHOLIC ITEMS 34524,CD,,EA,12,5,0,19,014065,,BV05
80997719,ALCOHOLIC ITEMS 34525,CD,,EA,12,1,0,19,014065,,BV05
80997720,BEVERAGE  34526,CD,,EA,12,2,0,19,507244,,BV00
80997721,BEVERAGE  34527,CD,,EA,12,2,0,19,507244,,BV00
80997722,BEVERAGE  34528,CD,,EA,12,2,0,19,507244,,BV00
80997723,BEVERAGE  34529,CD,,EA,12,2,0,19,507244,,BV00
80997724,BEVERAGE - SYRUPS 34530,DD,,EA,12,2,0,0,017911,,BV30
80997725,BEVERAGE  34531,CD,,EA,12,2,0,25.3,507244,,BV00
80997726,BEVERAGE  34532,CD,,EA,12,2,0,19,507244,,BV00
80997727,BEVERAGE  34533,CD,,EA,12,2,0,19,507244,,BV00
80997728,BEVERAGE  34534,CD,,EA,12,2,0,19,507244,,BV00
80997729,ALCOHOLIC ITEMS 34535,CD,,EA,12,2,0,19,507244,,BV05
80997730,BEVERAGE  34536,CD,,EA,6,2,0.05,1.58,000418043,,BV00
80997731,ALCOHOLIC ITEMS 34537,CD,,EA,12,2,0,19,507244,,BV05
80997732,BEVERAGE  34538,CD,,EA,12,2,0,19,055386,,BV00
80997733,BEVERAGE  34539,CD,,EA,12,2,0,19,000292049,,BV00
80997734,BEVERAGE - SYRUPS 34540,DD,,EA,12,2,0,0,200416,,BV30
80997735,ALCOHOLIC ITEMS 34541,CD,,EA,12,2,0,19,000292049,,BV05
80997736,BEVERAGE  34542,CD,,EA,12,2,0,19,000292049,,BV00
80997737,ALCOHOLIC ITEMS 34543,CD,,EA,12,2,0.05,1.58,507244,,BV05
80997738,ALCOHOLIC ITEMS 34544,CD,,EA,12,2,0.05,1.58,507244,,BV05
80997739,BEVERAGE  34545,CD,,EA,6,2,0.05,1.58,507244,,BV00
80997740,ALCOHOLIC ITEMS 34546,CD,,EA,12,2,0,19,507244,,BV05
80997741,ALCOHOLIC ITEMS 34547,CD,,EA,6,2,0.05,8,507244,,BV05
80997742,ALCOHOLIC ITEMS 34548,CD,,EA,6,2,0.05,1.58,507244,,BV05
80997743,BEVERAGE  34549,CD,,EA,12,2,0,19,000186037,,BV00
80997744,BEVERAGE - SYRUPS 34550,CD,,EA,1,2,0,0,200418,,BV30
80997750,ALCOHOLIC ITEMS 34551,CD,,EA,1,5,0,0,199997,,BV05
80997752,ALCOHOLIC ITEMS 34552,CD,,EA,12,5,0,19,017911,,BV05
80997754,BEVERAGE - SYRUPS 34553,DD,,EA,1,2,0,0,200418,,BV30
80997755,ALCOHOLIC ITEMS 34554,CD,,EA,12,5,0,19,017911,,BV05
80997757,ALCOHOLIC ITEMS 34555,CD,,EA,12,5,0,19,017911,,BV05
80997758,ALCOHOLIC ITEMS 34556,CD,,EA,12,5,0,19,507244,,BV05
80997759,ALCOHOLIC ITEMS 34557,CD,,EA,12,5,0,19,017911,,BV05
80997760,ALCOHOLIC ITEMS 34558,CD,,EA,12,5,0,19,DUMMY,,BV05
80997762,ALCOHOLIC ITEMS 34559,CD,,EA,12,5,0,19,017911,,BV05
80997764,BEVERAGE - SYRUPS 34560,CD,,EA,1,2,0,1.58,200282,,BV30
80997766,ALCOHOLIC ITEMS 34561,CD,,EA,12,5,0,19,017911,,BV05
80997770,BEVERAGE  34562,CD,,EA,12,2,0,19,507244,,BV00
80997772,BEVERAGE  34563,CD,,EA,12,2,0,19,507244,,BV00
80997774,BEVERAGE - SYRUPS 34564,DD,,EA,12,2,0,0,200416,,BV30
80997777,ALCOHOLIC ITEMS 34565,CD,,EA,1,5,0,124,791220,,BV05
80997780,ALCOHOLIC ITEMS 34566,CD,,EA,1,1,0,0,199997,,BV05
80997782,ALCOHOLIC ITEMS 34567,CD,,EA,1,1,0,0,199997,,BV05
80997784,BEVERAGE - SYRUPS 34568,CD,,EA,1,2,0,1.58,007104,,BV30
80997785,BEVERAGE  34569,CD,,EA,6,2,0,12.7,507244,,BV00
80997786,ALCOHOLIC ITEMS 34570,CD,,EA,1,1,0,0,200496,,BV05
80997788,ALCOHOLIC ITEMS 34571,CD,,EA,1,1,0,0,199997,,BV05
80997790,BEVERAGE  34572,CD,,CA,24,2,0.01,18,364514,,BV00
80997791,BEVERAGE  34573,CD,,EA,12,2,0,19,000277875,,BV00
80997792,BEVERAGE  34574,CD,,EA,12,2,0,19,507244,,BV00
80997793,BEVERAGE  34575,CD,,EA,12,2,0,19,507244,,BV00
80997794,BEVERAGE - SYRUPS 34576,CD,,EA,1,2,0,1.58,007104,,BV30
80997796,BEVERAGE  34577,CD,,EA,12,2,0,19,000293661,,BV00
80997797,BEVERAGE  34578,CD,,EA,12,2,0,19,200496,,BV00
80997798,BEVERAGE  34579,CD,,EA,6,2,0,12.7,507244,,BV00
80997799,ALCOHOLIC ITEMS 34580,CD,,EA,6,2,0,12.7,507244,,BV05
80997800,ALCOHOLIC ITEMS 34581,CD,,EA,12,5,0,19,017911,,BV05
80997801,ALCOHOLIC ITEMS 34582,CD,,EA,12,2,0,19,507244,,BV05
80997802,ALCOHOLIC ITEMS 34583,CD,,EA,12,5,0,19,017911,,BV05
80997803,ALCOHOLIC ITEMS 34584,CD,,EA,1,2,0,124,200509,,BV05
80997804,SEAFOOD  34585,CD,,EA,1,2,0,1.58,007104,,SE00
80997805,ALCOHOLIC ITEMS 34586,CD,,EA,12,2,0,19,000277875,,BV05
80997806,ALCOHOLIC ITEMS 34587,CD,,EA,12,2,0,19,017911,,BV05
80997807,ALCOHOLIC ITEMS 34588,CD,,EA,12,2,0,19,000277875,,BV05
80997808,ALCOHOLIC ITEMS 34589,CD,,EA,12,2,0,19,000277875,,BV05
80997809,ALCOHOLIC ITEMS 34590,CD,,EA,12,2,0,1.58,000277875,,BV05
80997810,ALCOHOLIC ITEMS 34591,CD,,EA,12,2,0,19,000277875,,BV05
80997811,ALCOHOLIC ITEMS 34592,CD,,EA,12,2,0,25.3,017911,,BV05
80997812,ALCOHOLIC ITEMS 34593,CD,,CA,24,2,0,18,200509,,BV05
80997813,ALCOHOLIC ITEMS 34594,CD,,EA,12,2,0,18,507244,,BV05
80997814,BEVERAGE - SYRUPS 34595,CD,,EA,1,2,0,1.58,200724,,BV30
80997815,ALCOHOLIC ITEMS 34596,CD,,CA,32,2,0,18,200509,,BV05
80997816,ALCOHOLIC ITEMS 34597,CD,,EA,12,2,0,19,017911,,BV05
80997817,ALCOHOLIC ITEMS 34598,CD,,CA,24,2,0,18,364514,,BV05
80997818,ALCOHOLIC ITEMS 34599,CD,,CA,24,2,0,18,364514,,BV05
80997819,ALCOHOLIC ITEMS 34600,CD,,EA,12,2,0,19,507244,,BV05
80997820,ALCOHOLIC ITEMS 34601,CD,,EA,12,2,0,19,000277875,,BV05
80997822,ALCOHOLIC ITEMS 34602,CD,,EA,12,2,0,19,017911,,BV05
80997823,ALCOHOLIC ITEMS 34603,CD,,EA,12,2,0,25.3,200014,,BV05
80997824,BEVERAGE - SYRUPS 34604,CD,,EA,1,2,0,1.58,007104,,BV30
80997825,ALCOHOLIC ITEMS 34605,CD,,EA,12,2,0,19,200014,,BV05
80997826,ALCOHOLIC ITEMS 34606,CD,,EA,12,2,0,19,200014,,BV05
80997827,ALCOHOLIC ITEMS 34607,CD,,EA,12,2,0,19,000277875,,BV05
80997828,ALCOHOLIC ITEMS 34608,CD,,EA,12,2,0,19,000277875,,BV05
80997829,ALCOHOLIC ITEMS 34609,CD,,EA,12,2,0,19,000277875,,BV05
80997830,ALCOHOLIC ITEMS 34610,CD,,EA,12,2,0,19,000350513,,BV05
80997831,ALCOHOLIC ITEMS 34611,CD,,EA,12,2,0,19,000350513,,BV05
80997832,ALCOHOLIC ITEMS 34612,CD,,EA,12,2,0,19,000251174,,BV05
80997833,ALCOHOLIC ITEMS 34613,CD,,EA,12,2,0,19,000350513,,BV05
80997834,BEVERAGE - SYRUPS 34614,CD,,EA,1,2,0,1.58,200419,,BV30
80997835,ALCOHOLIC ITEMS 34615,CD,,EA,12,2,0,19,000251174,,BV05
80997836,ALCOHOLIC ITEMS 34616,CD,,EA,12,2,0,19,507244,,BV05
80997837,ALCOHOLIC ITEMS 34617,CD,,EA,12,2,0,19,507244,,BV05
80997838,ALCOHOLIC ITEMS 34618,CD,,EA,12,2,0.05,1.58,507244,,BV05
80997839,ALCOHOLIC ITEMS 34619,CD,,EA,12,2,0,19,507244,,BV05
80997840,ALCOHOLIC ITEMS 34620,CD,,EA,12,2,0,19,507244,,BV05
80997841,ALCOHOLIC ITEMS 34621,CD,,EA,12,2,0.05,1.58,000277875,,BV05
80997842,ALCOHOLIC ITEMS 34622,CD,,EA,12,2,0,19,000277875,,BV05
80997843,ALCOHOLIC ITEMS 34623,CD,,EA,12,2,0,1.58,000277875,,BV05
80997844,BEVERAGE - SYRUPS 34624,CD,,EA,1,2,0,1,017911,,BV30
80997845,ALCOHOLIC ITEMS 34625,CD,,EA,12,2,0,1.58,000277875,,BV05
80997846,ALCOHOLIC ITEMS 34626,CD,,EA,12,2,0,19,000277875,,BV05
80997847,ALCOHOLIC ITEMS 34627,CD,,EA,12,2,0,19,017911,,BV05
80997848,ALCOHOLIC ITEMS 34628,CD,,EA,12,2,0,19,507244,,BV05
80997849,ALCOHOLIC ITEMS 34629,CD,,CA,24,2,0,18,364514,,BV05
80997850,ALCOHOLIC ITEMS 34630,CD,,EA,12,2,0,19,507244,,BV05
80997851,ALCOHOLIC ITEMS 34631,CD,,EA,12,2,0,19,507244,,BV05
80997852,ALCOHOLIC ITEMS 34632,CD,,EA,12,2,0,25.3,017911,,BV05
80997853,ALCOHOLIC ITEMS 34633,CD,,EA,12,2,0,19,507244,,BV05
80997854,BEVERAGE - SYRUPS 34634,CD,,EA,1,2,0,1.58,017911,,BV30
80997855,ALCOHOLIC ITEMS 34635,CD,,EA,12,2,0,19,507244,,BV05
80997856,ALCOHOLIC ITEMS 34636,CD,,EA,6,2,0,18,507244,,BV05
80997857,ALCOHOLIC ITEMS 34637,CD,,EA,12,2,0,19,017911,,BV05
80997858,ALCOHOLIC ITEMS 34638,CD,,EA,12,2,0,19,017911,,BV05
80997859,ALCOHOLIC ITEMS 34639,CD,,EA,12,2,0.05,1.58,055386,,BV05
80997860,ALCOHOLIC ITEMS 34640,CD,,EA,12,2,0.05,1.58,055386,,BV05
80997861,ALCOHOLIC ITEMS 34641,CD,,EA,12,2,0,19,000277875,,BV05
80997862,ALCOHOLIC ITEMS 34642,CD,,EA,12,2,0,19,000277875,,BV05
80997863,ALCOHOLIC ITEMS 34643,CD,,EA,12,2,0,19,000277875,,BV05
80997864,BEVERAGE - SYRUPS 34644,CD,,EA,1,2,0,1.58,200282,,BV30
80997865,BEVERAGE  34645,CD,,EA,12,2,0,19,014065,,BV00
80997866,BEVERAGE  34646,CD,,EA,12,2,0,19,014065,,BV00
80997867,ALCOHOLIC ITEMS 34647,CD,,EA,12,2,0,19,200697,,BV05
80997868,BEVERAGE  34648,CD,,EA,12,2,0,19,507244,,BV00
80997869,BEVERAGE  34649,CD,,EA,12,2,0,19,200014,,BV00
80997870,BEVERAGE  34650,CD,,EA,12,2,0,19,200014,,BV00
80997871,ALCOHOLIC ITEMS 34651,CD,,EA,12,5,0,19,014065,,BV05
80997872,BEVERAGE  34652,CD,,EA,12,2,0,19,200014,,BV00
80997873,ALCOHOLIC ITEMS 34653,CD,,EA,12,5,0,19,014065,,BV05
80997874,ALCOHOLIC ITEMS 34654,CD,,EA,12,1,0,19,000085440,,BV05
80997875,ALCOHOLIC ITEMS 34655,CD,,EA,12,5,0,19,014065,,BV05
80997876,ALCOHOLIC ITEMS 34656,CD,,EA,12,1,0,19,000085440,,BV05
80997877,ALCOHOLIC ITEMS 34657,CD,,EA,12,5,0,19,199997,,BV05
80997878,ALCOHOLIC ITEMS 34658,CD,,EA,12,5,0,19,000179330,,BV05
80997879,BEVERAGE  34659,CD,,EA,12,1,0,18,199997,,BV00
80997880,ALCOHOLIC ITEMS 34660,CD,,EA,12,5,0,19,000179330,,BV05
80997881,ALCOHOLIC ITEMS 34661,CD,,EA,12,5,0,19,000170637,,BV05
80997882,ALCOHOLIC ITEMS 34662,CD,,EA,12,1,0.05,1.58,000418043,,BV05
80997883,ALCOHOLIC ITEMS 34663,CD,,EA,12,5,0,19,000170637,,BV05
80997884,ALCOHOLIC ITEMS 34664,CD,,EA,12,5,0,19,507244,,BV05
80997886,ALCOHOLIC ITEMS 34665,CD,,EA,12,5,0,19,507244,,BV05
80997887,ALCOHOLIC ITEMS 34666,CD,,EA,12,2,0,19,000277875,,BV05
80997888,ALCOHOLIC ITEMS 34667,CD,,EA,12,5,0,19,507244,,BV05
80997889,ALCOHOLIC ITEMS 34668,CD,,EA,12,2,0,19,000277875,,BV05
80997890,ALCOHOLIC ITEMS 34669,CD,,EA,12,5,0,19,507244,,BV05
80997892,ALCOHOLIC ITEMS 34670,CD,,EA,12,5,0,19,507244,,BV05
80997894,ALCOHOLIC ITEMS 34671,CD,,EA,12,1,0,19,507244,,BV05
